product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
88dd63919fc9ab693803578a04a20209,informatica_acessorios,58,395,1,217,16,14,14
1491a8ff192d4b5c369b0eaa2fe33ee5,cama_mesa_banho,46,162,5,4600,60,19,50
158102fe543dbaeb84d87811bfe06d0d,moveis_decoracao,56,646,1,300,16,30,20
9163c7e81fd68452472912c4cde810aa,instrumentos_musicais,59,153,2,300,16,5,20
78efe838c04bbc568be034082200ac20,moveis_decoracao,57,272,1,2500,40,10,30
16ed6a6e3fce23b741650437fe58d65b,utilidades_domesticas,49,1226,1,750,35,15,35
7bdb28a55646012fb3348058d629d9bc,instrumentos_musicais,55,541,3,2750,103,12,17
e6fd80a00ebb1a3e0d58a38555fbbf2c,informatica_acessorios,31,600,2,500,19,9,16
1c21c1ed398eae61184065889ca3d4b0,cama_mesa_banho,51,324,1,900,42,8,37
0dadef6ed70b861b14eddb3a3ca6b73e,construcao_ferramentas_construcao,60,1450,4,300,16,16,16
0254a096e569c4a89b6870e9d4a65c3c,papelaria,55,971,4,600,25,12,28
87cb507e0daa37bbf34956fd59eba832,relogios_presentes,55,167,2,250,16,2,11
f111bc943c81722e3b96cb1d089026fb,automotivo,55,925,2,3300,65,25,25
47c064333cf67e5cdc8243db3f095767,utilidades_domesticas,63,369,3,1000,30,5,35
e8df9b80f414e3e2d604977ac52932df,moveis_decoracao,56,796,2,550,65,11,11
f422d0d9f8b5f7c27289382b14b61248,brinquedos,63,361,3,1800,38,12,35
2a5806f10d0f00e5ad032dd2e3c8806e,moveis_escritorio,46,1350,1,11875,57,55,22
6f8ea11c0086a0d13355abc5ee14cc7d,esporte_lazer,38,680,1,241,19,15,16
2028bf1b01cafb2d2b1901fca4083222,perfumaria,54,1536,2,250,20,8,21
5554c5718f820a868853dbc5ca859b3b,esporte_lazer,40,595,1,3100,19,19,11
3225c54bb2785c33f49f50398fcdb88c,relogios_presentes,47,547,1,269,17,11,13
e37d07fe13615c6846d4b3911415d963,bebes,45,811,5,600,32,11,32
7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59,492,2,200,22,10,18
a1efe4a86746c22541813e22e1d23e33,cama_mesa_banho,52,289,1,1950,34,9,33
e5eadf9be70a4a9fa514019542fc330a,eletrodomesticos,48,543,2,1200,35,20,30
38fbe42a76e0c841c9445467b7e5ab30,cama_mesa_banho,45,734,5,550,16,10,11
b3e40ff639c185b9d726b4b19c17e6cd,cool_stuff,55,934,1,2150,42,25,15
f18b93fa1044028aa85eb5a0b3ac236a,moveis_decoracao,52,322,5,1150,30,20,30
57f2bc497c1a3ebe41ba7a06d78ed159,relogios_presentes,55,336,4,250,16,2,20
1a758361b1c10b3ffe3d3373332de319,esporte_lazer,56,819,4,175,17,10,13
0b48dc720b9a40d75ce14eda10be0922,moveis_cozinha_area_de_servico_jantar_e_jardim,59,558,5,6950,47,23,37
981f6a96c09b7d28e5c5f2fbb282fcde,cama_mesa_banho,41,596,4,1750,50,10,40
72f78c618c8f81c2b8f0ffd2a51293b4,esporte_lazer,49,493,5,1800,52,8,21
6e415cdc78febbdbe465df65d52dbc19,bebes,60,1110,3,450,25,16,29
d66eeeb49d2801f33401c8c6828aee40,automotivo,23,312,1,700,25,20,20
d64615580eb89e5d9a6ae0e37135a5fe,,,,,300,16,7,11
4724ffa427f315c485e39b02e21859b2,beleza_saude,52,1059,6,550,16,9,11
ee5329ffbe604bebcf84b2fd7792024e,beleza_saude,53,84,1,250,23,7,15
33cd5581eb3d0497d9af68a34603ec7e,relogios_presentes,60,724,1,400,28,10,18
1613b819ab5dae53aead2dbb4ebdb378,automotivo,60,982,2,50,17,10,15
33fac76e7f17367dedaef7954bbb33b4,beleza_saude,63,1113,2,550,20,20,20
a0ef8572cd061badd81ffc48dc04d1fa,moveis_decoracao,55,130,1,2000,40,11,34
4f8b31aef15b3f6b4c3cd34e74976494,brinquedos,56,194,1,475,54,13,26
4298b7e67dc399c200662b569563a2b2,informatica_acessorios,58,420,1,200,21,14,15
1b7b45fba5ad23e8117914f8b36e6772,esporte_lazer,46,1277,5,1600,42,10,22
4925baf29078761c66f5f32ac8568abe,papelaria,57,687,4,300,30,15,18
d065729477709c73459cad1d32cf311f,brinquedos,43,225,1,650,45,15,35
8efcb24ccca088a16dab13882f1c45e0,cool_stuff,46,573,1,300,26,5,21
8347d3b517ab185dea43991aebb46737,cama_mesa_banho,50,228,1,200,32,3,23
262573ecc3b4b8c70a61fbc90671efa4,fashion_bolsas_e_acessorios,32,216,3,250,20,9,11
bb42f37fc3d9130e4a4339d24a47dd7c,cama_mesa_banho,59,81,1,400,20,2,15
2c65cb7e002dd5aa378a903a98272c29,moveis_decoracao,57,268,1,1500,40,6,32
b7a89537c40b1f5a18b5ba75dbb91cbe,instrumentos_musicais,49,1051,1,594,20,15,16
caa41bf17e27022341da028e79152c4c,beleza_saude,60,365,1,180,16,13,11
9a07babc9b1d5d84b1e2422f8b55fd42,relogios_presentes,57,462,1,475,26,13,16
b8ded693eefc7fd6fae337f6c202093e,automotivo,55,790,3,100,24,13,19
8f41c6ba389c91b377bba94e332bf925,cama_mesa_banho,60,600,1,1200,20,12,20
738da8ddda2e593acfdc53c2d1520dfa,instrumentos_musicais,63,950,9,8350,105,12,45
8e371c2303bcf90383f6cebd67f2dffe,brinquedos,48,236,1,450,45,15,35
3eef0cb94ba82de806bb30ab743c7655,moveis_escritorio,26,1177,1,11880,50,60,27
1d7db62a21ffb4f220d3e8a05fa77e02,fashion_bolsas_e_acessorios,22,328,3,100,16,13,11
6eb70dfb283dc3f645ed7b03c990dc72,audio,31,251,2,343,19,11,13
4fcb3d9a5f4871e8362dfedbdb02b064,automotivo,53,603,1,5950,65,11,65
368c6c730842d78016ad823897a372db,ferramentas_jardim,57,366,2,1650,30,22,30
8338cef8355d238f43711dcb9c0657b2,moveis_decoracao,59,473,1,700,30,3,20
adcfd260203f2ab192f83edb46d0f83f,moveis_decoracao,18,164,2,500,22,19,13
c10a7001e8b49dfc03817444b5f2ed81,relogios_presentes,46,670,1,500,16,2,11
261244fc4d0197d8772346872f5b0f5e,moveis_cozinha_area_de_servico_jantar_e_jardim,54,785,5,975,41,12,12
789ad1b65fbd127472ba15371dd1144a,alimentos,58,3815,3,3150,30,28,28
cda185193c72c0eb8dde03f20f101230,utilidades_domesticas,57,1782,1,1100,24,24,24
6456fdf43df7d711b98d91fe574e43d4,informatica_acessorios,60,1328,5,150,28,8,12
cd46a885543f0e169a49f1eb25c04e43,informatica_acessorios,58,1390,2,3475,54,13,48
2132979d9b6f64e99b8c9bb4da4e0323,informatica_acessorios,12,676,2,496,36,13,35
d58118713a21b8177e844c58eb83efe7,utilidades_domesticas,59,212,2,500,36,10,13
93fd807bea9d7cf539c1f5e0ef7ab1b5,moveis_decoracao,60,258,2,1000,25,37,36
e3a67a7350378910b2eb888ba9d2d095,telefonia,50,519,1,100,18,6,11
e251ebd2858be1aa7d9b2087a6992580,ferramentas_jardim,34,511,4,8875,40,14,43
c689470c5a069795896edc7b896d9251,cama_mesa_banho,63,837,1,1300,43,5,30
8bab563be2e3316280e3990af91da7b7,eletronicos,49,190,1,133,18,11,14
87a9863375a0a462b168cb02bdad360c,bebes,58,1083,1,383,22,14,17
404a57563d487aecbc2b1a01d9b89aab,cama_mesa_banho,62,313,1,3500,45,15,35
e2c49770bf52260e9960ccefdd38e960,beleza_saude,45,1031,1,400,16,16,16
a37d9bc434c151e3a32418b241a13bf0,perfumaria,56,505,3,400,20,6,20
ab1f9387c0627dd24000bfbc54fdeee0,eletronicos,45,456,1,175,22,11,16
46255a421f244cd985f138a63d77d09c,,,,,15500,51,50,36
aa280035c50ba62c746480a59045eec4,brinquedos,56,678,3,200,16,8,11
64b4f32393cbf55be791078e7a2adca0,relogios_presentes,56,817,1,50,16,8,16
4630761de87581e8b659dc77bb7eb4ee,malas_acessorios,52,220,1,650,46,10,34
7fdff1c504647eff040e08cd98ce3210,brinquedos,43,2239,2,200,17,21,11
db91bca0e0253d71433c22ac5acd0fbe,papelaria,45,513,2,575,23,26,14
2ab3eebb03e660d44470d936c0f20bb6,esporte_lazer,56,788,3,300,22,6,16
3ae810052cf18d30232367f0b45e284c,alimentos_bebidas,28,371,2,1200,23,12,19
aed75ad669fbebd5a385ac7cc2ae7573,beleza_saude,42,427,1,30000,50,75,56
f264c1d9b20b5e4a340254d0405e613b,cool_stuff,48,874,1,1050,42,25,15
547b95702aec86f05ac37e61d164891c,ferramentas_jardim,33,509,1,9100,42,13,39
233316af7adf040484dbeccfecad6042,cama_mesa_banho,33,254,1,1250,33,9,38
7564c1759c04fc0a38f2aa84f7a370ee,construcao_ferramentas_construcao,59,2432,3,1200,16,11,11
7b82c09aeb69b05e0a578a2ea97ed4a9,esporte_lazer,45,509,2,500,19,12,13
0e669e3efedd9f3ab75fcbe334e1177e,brinquedos,33,628,1,1310,60,12,24
23905e2fed49239bf63e416ba24bd556,malas_acessorios,60,2032,6,1100,25,25,25
211293b50935ced8d4370f552c482d74,bebidas,55,1736,3,226,18,16,16
2b4609f8948be18874494203496bc318,beleza_saude,59,492,3,250,22,10,18
1ad107de20364138356e19ab81369f04,utilidades_domesticas,57,754,1,750,25,42,21
5272c0e8bee8fadf0a2a23b5460da8c6,construcao_ferramentas_jardim,46,1612,1,325,18,16,13
0ef56954a7f2e8c36b83dadad90b9cc9,bebes,46,493,2,350,50,5,35
22594ba8fd9a72ad95d352929c821560,moveis_escritorio,31,1076,1,8450,53,50,16
69455f41626a745aea9ee9164cb9eafd,relogios_presentes,41,408,2,501,18,13,14
740867136b4bf7605e36c5913b91eb99,alimentos_bebidas,59,514,2,2800,27,19,24
cec09725da5ed01471d9a505e7389d37,esporte_lazer,52,1197,1,2500,20,11,11
1b474c650cb9407d32a1e066937b68fd,relogios_presentes,43,548,3,381,18,12,15
1164c17af70425821f88bfbdc9e907a3,bebes,44,282,1,550,50,10,50
3731dd5544cd9646d73050e946641da8,informatica_acessorios,58,459,1,4300,28,23,20
f2e53dd1670f3c376518263b3f71424d,cama_mesa_banho,53,236,2,1975,41,13,31
bd69e6d599b9a3d9c298617c14e46f9f,cama_mesa_banho,54,405,1,700,45,15,30
9988437646bfc0cbe0f97d4451cb08fc,eletrodomesticos,60,230,3,300,27,13,17
5ad2c4859aad6ecebd816a300d34f326,cool_stuff,57,2066,1,1650,33,44,19
0b9d32c4f39a77eca7f39c5b69ebc690,fashion_calcados,40,303,12,300,29,7,16
99f265229d46f700208ad7cb1ff48aae,telefonia,60,755,6,350,17,4,12
b917d488bd4ad4225f8d046a32e2d122,pet_shop,63,687,2,200,20,10,20
ab255f5e05402d14ba0dc69d530a5785,papelaria,39,210,2,1475,40,33,24
8cf306b87f5f0832d70505004465e39f,fashion_roupa_masculina,39,51,1,400,30,40,11
bb09e8007aff97a9452967b19430cf53,utilidades_domesticas,57,571,1,2350,25,30,25
98ec655119c24de03b804696821f3955,beleza_saude,46,586,1,200,20,20,30
466d5f5de92846a9674f3b34b3b922ad,moveis_decoracao,59,471,1,2100,30,5,20
96b84df3582b12cc062543cee325b38e,fashion_bolsas_e_acessorios,30,128,2,100,16,9,11
86b8032cbb666ec9ca1f2aa4d4cace06,esporte_lazer,52,801,5,418,18,7,13
2c23d4e9b76629ed407ba453e405034f,beleza_saude,48,426,1,800,18,18,18
ff8ff756fe1137ed22300ccd2190703a,eletronicos,51,521,1,200,21,7,18
6bbe55cf8f85c87b6eebb775a53402f4,tablets_impressao_imagem,54,512,1,283,22,12,21
8ed094bfe076c568f6bb10feada3f75d,moveis_escritorio,43,1128,1,16133,63,59,25
a1ead9010030ade9a219495543cd5c48,informatica_acessorios,54,714,3,1500,17,33,44
a0245537bc3dfec325899fcd716f70cc,instrumentos_musicais,55,968,5,6600,30,30,30
b008888e5e01a5c9da36306228e900d1,pcs,60,1091,1,12100,50,50,25
4aca38e787c979a6106440c7a63036b4,brinquedos,55,1107,1,1600,40,15,35
36f60d45225e60c7da4558b070ce4b60,informatica_acessorios,33,300,1,207,19,11,14
0f0d29cc7928e6e5d01afaa32e77c1e0,utilidades_domesticas,47,213,1,5400,36,15,29
09364ccfda8448d03ae4082f6044b16e,informatica_acessorios,56,924,1,200,16,10,16
a19b6951c75da43aad691622dd2f6abe,moveis_decoracao,44,789,1,650,20,35,20
3c5ba90e09547db90868e803d139de30,moveis_decoracao,20,262,1,8800,36,47,36
924b2122bcd5d6eb53d37a167d3b1d47,relogios_presentes,57,171,2,250,16,2,11
57d79905de06d8897872c551bfd09358,telefonia,59,540,4,300,17,4,12
bf04528618b481f107b7ea5747432102,eletrodomesticos_2,46,1147,2,300,16,11,16
be55ae76be8824525f40695d49a5a7b5,agro_industria_e_comercio,42,370,2,2350,18,36,18
f32415d23c358ef1e387a7d329d9ce9f,papelaria,59,276,2,550,66,12,12
f3637eb5ce07d19f2f9eca6bb7dc29d6,automotivo,52,666,1,700,16,11,11
575889c312f07612d39648ea61253cd5,telefonia,45,169,1,250,16,6,11
0eb5d1d033dcdd7b9b11658ce84ee8e9,pet_shop,54,350,1,350,16,4,11
3a362c0e7f9a69276e2d95869a3e143b,beleza_saude,60,919,1,150,22,3,15
7df273a844215f8c7bf5aca8266608e1,moveis_decoracao,59,1963,4,1300,69,11,11
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57,339,2,1800,37,22,40
c1ec41f62db54e0bfbca55a7068f0b5e,perfumaria,58,264,7,400,27,10,15
ebc5d9dbe580179bfd3d098c54748f56,utilidades_domesticas,57,594,1,2800,25,10,17
b2a40530065c5d88115cfa7560151794,perfumaria,55,888,1,125,16,7,16
9f19e22de208159e42e840d00e64ce93,brinquedos,43,785,1,250,25,3,18
deecc62b2db3d87ff4d9fe364fead01f,telefonia,59,2374,3,350,16,10,12
d767651561474e5b08ee9a2674146331,livros_interesse_geral,20,928,1,400,33,6,22
a0cd083b8a1be0f8c310806e72bf47f3,beleza_saude,38,998,4,300,20,11,11
60184212dae4e6b0da32bf54271a8c4a,relogios_presentes,59,476,2,394,17,11,14
0110986ff84d644fee920efb18577292,automotivo,56,660,5,2900,72,4,44
c4f2546fff25a5789819a7b943505bcf,fashion_bolsas_e_acessorios,33,353,1,50,17,3,12
4c2394abfbac7ff59ec7a420918562fa,beleza_saude,49,1495,3,600,33,19,13
e806a78165ce0f336140978e90640d27,bebes,46,807,4,5867,38,37,30
dd1247b741df1771259ee7beb0e4b8fc,relogios_presentes,52,716,4,200,16,2,11
ab330e1b64fde92d3b4d4d6980a38576,papelaria,18,346,2,150,16,5,15
54b755678728b84472c2b654ac4de777,alimentos_bebidas,26,2427,1,200,20,12,15
bd5b04e67f3659248acfb0c61c08a9c1,cama_mesa_banho,57,430,1,2750,42,11,36
99e57d3d6efd7ba6f8eaf59bf456179e,sinalizacao_e_seguranca,41,70,1,900,26,21,21
cf78006a2a6b0429b9663edd99bb38f9,moveis_decoracao,49,399,1,1900,28,19,21
a064fbd13bfd3d9654eeb35bb47d9caf,moveis_decoracao,58,249,1,1250,20,28,20
f77dd338d9f75229a09cbb9a18fd0c9a,cama_mesa_banho,42,734,5,400,20,20,20
86b29e90cab127b7231caf9eb85d4353,automotivo,62,530,1,1850,55,6,55
a49969155f3a64afc931fd281444b2b6,automotivo,50,263,3,900,35,7,35
137f49a66ce117db74acbaf30c047701,agro_industria_e_comercio,54,862,2,7050,99,5,80
37f4d0bf85fbf875c920d460766d6a5c,construcao_ferramentas_iluminacao,51,1512,6,500,35,14,23
a72df9d6b4412dbd03d886846a438a3c,consoles_games,39,1255,5,250,19,2,14
74d4aaa8660d96be90bdaaf7fbe60a6d,automotivo,48,169,3,1650,20,20,20
99b4367cf2228c8a86922a0649bee6b8,informatica_acessorios,46,135,1,400,35,35,25
9614dd0585b52cd086cbdcc2dd5fcda4,bebes,58,1045,2,800,42,25,15
3e6849c6e53482c55a97363674027b4a,beleza_saude,55,1201,1,200,37,10,17
945657481c47ca039e25c6b061eb9744,consoles_games,54,595,1,150,19,4,11
ca753b1e379d59868172ac9d8d62d14f,malas_acessorios,53,220,1,1000,46,10,34
543afaf83c3e39a4c4a6df503b65ff58,automotivo,29,374,1,10400,40,20,30
6ddc8b938d09dc6cdc48aff7252e5f0e,moveis_decoracao,55,1431,3,200,35,2,25
71a8ee0a8b3fe29f6d89c75e6c1d2dba,telefonia,58,305,1,150,19,4,11
c230b471b7e21ff9060e68ee154afd70,,,,,200,16,5,11
93a12c289ca2b78e7069e469f5053ef2,informatica_acessorios,55,408,1,233,16,14,15
a0fe1efb855f3e786f0650268cd77f44,agro_industria_e_comercio,35,380,1,125,20,4,13
e2e426d1332240070b0a836a854d057b,cama_mesa_banho,57,701,2,1100,50,12,12
5ef336462ba740ddd4727319e26207e6,construcao_ferramentas_jardim,46,1157,1,1725,22,21,14
d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59,1893,1,6550,20,20,20
451f6a5c5b15c9c5819256be358df9f0,utilidades_domesticas,52,461,6,1250,28,20,28
68fe8893052a044100e60cd0c8c6b274,informatica_acessorios,53,961,1,1850,39,12,22
ab1ecbce7afd9f6e661baa24a5706c9c,perfumaria,23,439,3,350,22,5,14
875e0d1c97176d76e9b04c98d06383d2,bebes,44,432,3,8250,44,32,35
da1cfaaffa7720fe28f26f18d52f5ad9,fashion_bolsas_e_acessorios,59,409,3,150,16,9,11
afeeea6271148ee1bb15173b8187c431,telefonia,52,1885,1,450,17,3,11
146fed9eb1d0f9db43dad0c7c96fc6e8,cama_mesa_banho,50,392,1,1400,35,10,35
0f8016710ce920034150241f0b8b5def,cama_mesa_banho,58,665,1,4400,42,16,36
35f2f253dd0f52362515bb0394741a84,relogios_presentes,57,609,2,900,16,11,11
b2a11c072dedfc137aa2393bb4a2c8ea,cool_stuff,53,186,2,650,22,15,22
ac6c3623068f30de03045865e4e10089,ferramentas_jardim,59,409,1,3750,35,40,30
b6ea15ce7ec34fdebd80ef71de3a24bf,telefonia,59,513,1,210,17,24,21
0a4dea9eaeaaea5b7894a9a4ec6ed660,informatica_acessorios,59,1434,1,250,21,14,11
3663ccbce96bbbea6b1b38558b5356a0,instrumentos_musicais,41,405,2,7050,66,17,36
c5b72065154ec27c2d1ed8a654c3348f,relogios_presentes,36,1116,1,416,18,9,13
dd95c89de4ce416b6a2714b39266a7ed,cama_mesa_banho,53,558,1,2150,25,25,25
a72209f6ea270769cecf0ed4168d3893,brinquedos,44,603,4,400,30,20,20
af53bbaeee1f3190c2ff939fc236b6f5,beleza_saude,47,770,1,350,19,12,13
83a1778b0d5b20c0724c97e35f083082,brinquedos,55,460,1,1100,43,6,30
d2f99bafeba89693c208b6f7a82168e5,utilidades_domesticas,40,660,6,500,25,12,12
1dc7685f4fdb9622d84ae2ec658d5bbf,informatica_acessorios,54,292,1,1025,27,13,19
835e3f51a6ef088097cc8cf42f08fd17,moveis_escritorio,44,900,2,24700,62,16,49
7bbc646134de228a74392d8407d16df8,utilidades_domesticas,60,959,4,800,29,19,21
d9965bb41ec6a56e7cfc31ede4bc4276,brinquedos,58,916,11,200,16,15,20
d7d5562fce331ad958ca6f57057b3526,cool_stuff,33,910,1,700,42,25,15
dce4459168283eed926d7af76ba39e02,telefonia,50,165,3,150,18,6,11
e0cf79767c5b016251fe139915c59a26,beleza_saude,55,388,1,250,16,5,15
6d8096ca93caea3416a6b24bf411bc86,relogios_presentes,53,593,2,250,16,11,20
78819ab10b4a44927c832a21c06849e0,informatica_acessorios,53,3330,3,1100,28,10,20
7814c273ab16783d73a9863ebfa8b141,moveis_decoracao,51,756,1,12250,45,35,45
8ce5f222608f6e18ea3b7acb84313c6b,cama_mesa_banho,56,150,2,1400,47,21,41
56ed53afb0d6ef2c843df74a4c1b573e,construcao_ferramentas_construcao,57,1630,2,5850,21,14,18
99a4788cb24856965c36a24e339b6058,cama_mesa_banho,54,245,1,1383,50,10,40
757e8df3e7c5c52482db573f5f368e1d,consoles_games,52,574,1,400,21,10,13
5a0c21ad6b82a1b61856e48ec959764d,perfumaria,57,1424,1,100,18,10,13
b9754f9e21b6e6960b37594d4387fb1c,perfumaria,35,796,1,450,30,13,23
48ec266dc99725679f820e6609801800,relogios_presentes,49,634,3,375,20,16,18
c5841303f830680eb1cdda8be0ff35bf,papelaria,33,691,2,250,27,3,11
83b00325c13c44245b2c3a2befa62a0e,bebes,56,621,1,10700,40,40,40
8123e87dd3112536d2f0856287158c8e,automotivo,47,3241,2,100,18,17,15
b8c5642287f25d5e0e166199264eff95,fashion_roupa_masculina,36,968,3,600,16,2,11
b4d9c32c307674e72fe46c424e3d4824,telefonia,48,649,2,200,19,4,20
a7868f5ae25dcf473c8997f82cfd06a3,esporte_lazer,49,210,5,150,20,4,15
805967bd91579942b3caac4ebcc39a54,cama_mesa_banho,37,167,2,400,25,9,19
63bff8e34e5c639696856394be9a9ac1,papelaria,45,209,1,800,16,48,33
9fe172fa8e662ca8572cf12abf8bce23,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20
f100f4ee5e2b55d163a3f7c300c24d26,beleza_saude,47,483,1,417,20,9,13
6bb18295cc019bf3b6dc7c773411d530,artes_e_artesanato,47,1002,3,1900,19,16,16
c43b672f48eaccbecc94cdf6b4f53485,beleza_saude,32,386,1,150,20,10,15
f2b264b1a4602b87d64eebefc899c1d0,ferramentas_jardim,42,790,2,1000,30,15,30
9cfca0dc6dd43d12b7de84a5e1e0a429,cama_mesa_banho,33,237,1,750,39,3,27
4b5e26931a0b0d3a690a3f520329a975,esporte_lazer,57,1161,10,9450,85,10,33
b31c4e55a23622a7ed5c0a2db4e43f1b,esporte_lazer,31,213,1,1000,51,16,11
a35908642db2ef18437c352a421035ef,ferramentas_jardim,58,2130,4,13300,46,40,46
f05901e010ebaa3924276751a35e6004,moveis_decoracao,63,686,1,500,45,15,35
e15cee02291017f6f12b4115ffb417e6,moveis_decoracao,56,297,2,700,100,5,20
a62b367ed54e81983ba07fdb06d405fb,utilidades_domesticas,57,846,1,1750,16,31,12
01c69d0fbb0d9d8f42ac171ac1238233,beleza_saude,52,416,1,30000,55,75,61
2b4042dfabc3fe9d3f16951a8e1a3b70,utilidades_domesticas,56,623,3,900,38,9,21
8c154410716f31649d25e436f7d5d838,beleza_saude,46,803,1,250,22,3,15
770c257cdfc072fb50ebf2bbd6696fe1,bebes,54,581,1,1150,18,18,11
5328338cfaa16ba10561cd970c73ca11,cool_stuff,51,330,1,1950,33,44,19
eb47d7ea4e5611684330021baa317c17,bebes,60,1882,4,12467,35,57,52
73f125f683118508d664a53ab01bab34,esporte_lazer,63,285,1,100,16,3,11
50b2ddbf47bd0b8eecabb404613e2a45,cama_mesa_banho,45,486,2,1050,40,10,30
3fb22448e11f38ac4437c25693fcac1e,moveis_escritorio,59,1219,6,2750,16,36,36
36945ab7b40f69883323c9be517b640d,papelaria,59,381,4,5450,26,30,28
afb4b687981fad8723f84510c57c84bb,papelaria,58,649,2,450,25,15,28
aed5efaf7a7554165f61fd016846916f,automotivo,58,897,3,150,24,2,17
3ec7c8f47e7cd1e67a54c90edf527b5f,cama_mesa_banho,42,331,1,550,23,37,35
