order_id,payment_sequential,payment_type,payment_installments,payment_value
30a897c2be083ba0f419c5b2cc9ca368,1,credit_card,10,411.33
6aa3386e7cd429b12ab0c288acf52e41,1,credit_card,1,65.04
75441fa4c89fbbba02fa9fdfd5729595,1,credit_card,1,57.78
f62fdeb39023106b1bb98bee97a54a87,1,credit_card,8,164.29
f2a150c813c1eb96fd1883c1ed8fd9e5,1,credit_card,4,183.91
3ea37e479ca4fb57227d43b806c98174,1,credit_card,10,232.94
8f836421e8adb99ac1f8075c27949f7c,1,voucher,1,116.74
f5bdbbff47c740c2cca90305841220a8,1,credit_card,1,189.37
23e9f8ff4531eef8fbeb21efcf4ca260,1,credit_card,14,144.43
2829feee3f2a5c865f84cf4efb8df48d,1,credit_card,8,199.00
17a4db677e57484f24eb68217b8de4c1,1,boleto,1,975.05
74500bfc015eccf3d38f95558177b21b,1,credit_card,1,34.71
11104e15dc0997a6ba0aaaf449f51160,1,boleto,1,76.58
2b99bf6a37b3b643b24ca08289526f96,1,credit_card,4,44.35
5546e31c47b50234b9ac599f2f8c0061,1,credit_card,1,29.98
543208567174edffa48d4c3262b0343e,1,boleto,1,328.67
3521cc9e135966413d4c3eb1a212e19a,1,credit_card,4,224.94
7f8d25da9409167dba72ad951cb73530,1,credit_card,2,79.57
5d17efea0be94cdb2964031a1eab75dc,1,credit_card,4,150.89
922aeb0ac07d644471698222684ea285,1,credit_card,6,167.96
df5c6aca62db71fbe451c0408bde2817,1,credit_card,8,340.00
65a05062e11f3e5121cd0e0723bf765d,1,credit_card,2,123.56
c2dae969e4d48f3afc69a5503b48bed1,1,credit_card,1,59.99
e3143ad1af7d0f2878a66a1cd565e4a2,1,credit_card,1,48.04
ba9e135697c2fbf721ea10bb6d7c0d17,1,credit_card,1,141.73
f829f185f0ec92a117ee3d8c9e9ed19b,1,credit_card,1,33.28
469154149d5faa926f0c01971b89dae4,1,credit_card,1,283.96
687e2110fd453476f1c045ce5c1a6d3f,1,credit_card,10,144.40
17716d2598d1d7f7ed16fa9f05ab2f61,1,credit_card,4,47.05
aa9807c58e870fca0fbe582723264ed8,1,credit_card,2,129.32
dc771d8720de3625596eb0b0fa043528,1,credit_card,2,127.01
e51a8e1d0f0a0cc6eae0b605b53cf9ed,1,credit_card,2,131.01
5fc25db83662b2660bd61440ba3ec9b8,1,credit_card,4,181.76
54c4b0926f9b4aeb54164306d1374e8f,1,boleto,1,22.45
4d15fa859019443a04411eea14fe841d,1,credit_card,1,66.05
469abd917ae82adddc931bca94bfdf84,2,voucher,1,40.48
31b7099f02dfb1ef54bf9b3c44aaf417,1,credit_card,1,8.47
b77b82b683e9956ecdf55514de3d1f1d,2,voucher,1,27.55
0b16fcb0e3133c83e8c82ed7bd6ccb1b,1,credit_card,1,58.62
b00e398b9fedc8b818679422af47d3ad,1,credit_card,1,97.35
469abd917ae82adddc931bca94bfdf84,1,credit_card,1,47.33
91db217544d0eac98354b11f2f35abcb,1,boleto,1,67.83
9a768a8d504ada830b38d678f12d972e,1,boleto,1,37.76
715df31025aff2a2dd08b0d8c92ee63b,1,boleto,1,168.35
f6ca2b9e738276a523e65504634a762d,1,credit_card,3,169.87
ecd832254262868776a1381df4b0be02,1,credit_card,10,580.31
f8dc2e2efd79f135f2ae7b04e0d95985,1,credit_card,1,54.24
edcc020b94ba865d7254269e6cdca99b,1,credit_card,3,349.76
7bea83629cbad77571dcccb181fc2a6f,1,credit_card,1,119.93
db450aca52c200c9c1c1d9cf4dff0338,1,credit_card,5,54.82
d250f8e317f2d2e56ae505561a800dce,1,boleto,1,212.73
b0ff8e6a9bb47b224a599ff0c161006b,1,credit_card,3,551.25
50a2d9e8f28f577acd594ba29d58eced,1,credit_card,2,201.24
c36b4feac86d66f1ad82c82c388f187e,1,credit_card,8,296.03
c89639dcbe79b6451bdfa3143a968d57,1,credit_card,10,368.69
13f726430863cd4a81b6899e25010475,1,credit_card,4,42.15
79e843f791612177a6bb9f948f96f904,1,credit_card,4,83.69
97f3a84e96f9e837dae9f7e2f4570afe,1,credit_card,1,97.30
cb4468949989bffeeb1d3aa03efb25d0,1,credit_card,2,39.60
edcf1e1eeb52381be9388c90152be52d,1,credit_card,5,314.32
d1f7b8ef7a59b18de8df95b7b8073a5f,1,credit_card,1,24.87
02624f7cd7272b3e027320023dbdc99b,1,boleto,1,48.69
ba8a2682e4b170d1b0f4f3507c2dddc5,1,credit_card,5,58.34
eb188a175542057d90b3ca5628b7b5a0,1,credit_card,4,573.85
581e3fa3023c8c6a8a485e6f8e52ce2d,1,boleto,1,31.38
99ceb37bf4c899aa443147118a509e3a,1,credit_card,3,47.90
2b8707bd8d89fbfd17af1dc3373c2875,1,credit_card,9,97.74
d032dd122bc93c30a420b6ee101c7f69,1,credit_card,2,27.87
19f98c610ce8a9b866159c5db4784373,1,credit_card,1,121.38
b0e2da4433a10c624a9f71b187e93915,1,credit_card,1,109.41
6c51f58aa6e93a65c7002b68ba2806cd,1,credit_card,1,52.68
6709606f3773c59d8bed53c0d9bb614d,1,boleto,1,108.64
af8cd0ccf7bfb5bc0998744b1ff8c08f,1,boleto,1,31.38
3188b88d4562d627bf472b5a3655237c,1,credit_card,2,87.52
85031edc7b58dbec75ff2e24d7365e13,1,credit_card,1,30.86
8e500747ed0fbfd6b89bb11955b3ccbf,1,credit_card,2,20.28
4d16edc6146d11a43b18720cce159643,1,credit_card,1,91.75
36534fe142509f207606ad15c006b7dd,1,credit_card,1,102.94
79c697a71c6bfb37a4c83d238e695404,2,voucher,1,2.11
5feed08e8f66735ba71592e68d15a602,1,credit_card,3,105.29
73d68ef344ebda9bf0c80b7e3ed70e45,1,boleto,1,73.34
a01cc79e3afbac4a52ce1d528080e438,1,boleto,1,28.46
c9c0bd3b9db92cebece12e761bb8454c,1,credit_card,7,72.53
d15975c69a074c65aecad997cbc6b748,1,boleto,1,194.96
bf5df6110fa6b9de1ed64e327a25396d,1,credit_card,1,96.80
844b8b73a94f61b9ff8dc1e88c081365,1,credit_card,4,44.07
6a8677aeb56b8ee0d1a74e0435772e31,1,credit_card,1,183.33
7e85dd5c64bfd481355a0662f9f9f777,1,boleto,1,29.79
8cb407154874301be08656a7fb09d9d9,2,voucher,1,49.18
6da45c88a41888408e61bfe388d93f01,1,boleto,1,56.42
cac1850fae99ea24a8186fad4db365bb,3,voucher,1,20.00
99eae747b45fb42516e46311533b3064,3,voucher,1,20.00
a0d3f54307b8ea12232f5036ed0346ce,1,credit_card,1,217.78
036ea72a17833a6fbbcd3e4df8250292,1,credit_card,1,85.14
40bf40ed29a5bbdb73aaeb5eb134168f,1,credit_card,5,162.81
15d4f841b96cfb3f782523aa7a562b9a,1,boleto,1,33.00
98c054318dc270816f8357351ffc4449,1,credit_card,8,85.54
d72f1372279cc7f3656e8253e755ee79,1,boleto,1,85.31
2e95926835baa8ca4f74e2602a69a84e,1,credit_card,8,469.89
86af9599ffd64a39d743904daa8bdb2d,1,credit_card,1,36.84
11e22e541201ac67ff98e87193b4fc8d,1,credit_card,3,192.75
421b4ffa3b5162cfda443317c902f866,1,credit_card,5,133.42
2e612a3508e4bce75344e6bfb68f28e0,3,voucher,1,25.00
6f028ccb7d612af251aa442a1fb8b5d0,1,credit_card,2,44.31
aa649f102949b264d3d83c5c545dedfd,1,credit_card,6,64.00
c05002c71f007c6a4056ca538113e991,2,voucher,1,103.78
c8fe12f276a71635e2f929eac9d2d21e,1,credit_card,3,220.29
483802a1476e667f12dbac40c707809b,1,credit_card,4,215.15
3b8a6f4c963d2e04b3d7a0bb8dc84b6e,1,debit_card,1,51.84
c1f39bb1d57f413cc9d3086d546b3866,1,credit_card,1,103.30
f3d070c8b094a00980b59d97ff3d95ca,1,credit_card,3,34.09
971255ac71ca5ab5eccc94b177e081c5,1,credit_card,8,397.70
1508d47584249ae1045eb47cf1653ded,1,credit_card,2,98.22
4363ab80d1b250bca41ff7ed817788cc,1,credit_card,2,188.06
5935b70a1cae39b66d05db3bcfa4a144,1,credit_card,10,158.58
11052b4dd49ca81b1e7c63d562759b40,1,credit_card,1,73.40
50dca56efe42d2213549482d6a885d6f,1,boleto,1,226.23
ae348c74e571e34c44d0874b21087f71,1,credit_card,10,100.30
eedcf6db339a0b2ce303e615dceaee65,1,credit_card,5,233.94
24678bbf0564173279a1799d6bb11a7a,1,boleto,1,67.73
9d0516ad96d793d308cec3c5929ed649,1,credit_card,10,280.98
a678d97aa95d0393384c211a82455e50,1,boleto,1,24.28
4045e63d7fe9fce2f38928253adf5c2d,1,credit_card,5,253.98
273f82958d907705dde15be4062c6888,1,credit_card,4,40.78
93b74681985a4a11ca3b48be35576434,1,credit_card,2,120.68
4ee69609938fb96f9c99db9382d6069b,1,debit_card,1,88.63
f92af4956f690ebc9200d25029ce7c06,1,credit_card,2,138.62
2ea63ebcda77acab196880c1dfb295d1,1,credit_card,4,92.38
56286095ef8730771df8d223978236ed,1,credit_card,1,46.13
71119930004c36d94916e3674d12741b,1,credit_card,1,33.11
e7edc87c7e9b1ae5ef04110fba7debf1,1,boleto,1,550.17
8ef90bbfd83a3525620bc52b758b655d,1,credit_card,3,181.60
c45e4de164ec4d68c64e752d6728e249,1,boleto,1,209.12
eb6b32a82d2459d0ce7f2089f9eba0f2,5,voucher,1,19.92
5dcfd31ce05e7696a4c635cc256a0364,1,credit_card,1,64.28
759d3dd8671b3c60e168fbcef417a033,1,credit_card,8,155.70
a159f0d3b012cdad58464eff20f5a4ca,1,boleto,1,101.28
a9e698f2944fc17e406c624bf2ce9067,1,credit_card,1,123.45
b87287b5e32f2ab2319f41ce30055288,1,credit_card,3,100.24
2d4725d49513bce62ea366e8f0e213ed,1,boleto,1,150.47
776e5572d4969b8fa5b72b0fde398f6f,1,credit_card,4,47.53
0e053aa097eda67e25b3934ef3eca8a8,1,credit_card,1,218.30
46ab3e1c2c3eed0ed5bd72930759d25e,1,credit_card,3,31.75
74500bfc015eccf3d38f95558177b21b,2,voucher,1,5.38
d5b7a3030feb818d49d955a32425d329,1,credit_card,3,106.00
6c84c7c7fe25c0f6f1cd09e00e70585d,1,credit_card,6,146.32
eb6b32a82d2459d0ce7f2089f9eba0f2,7,voucher,1,2.99
aefe90553e50779cfa353170674e9d0f,1,credit_card,2,118.75
09c74db044dfe6e7f2a6b6a6750f36cd,1,credit_card,9,138.98
21a8afe0ed14ff28046585ae724b5410,1,boleto,1,87.65
28da718adba0d004199488ce3106152a,1,credit_card,1,96.80
21577126c19bf11a0b91592e5844ba78,8,voucher,1,7.11
d1a22a39de10a881fa47a509a1a9073b,1,credit_card,6,64.10
44aec9c2be37dd0f0b954562c94ccfec,1,credit_card,2,168.29
f67e17b84d5d476bc5478e79ed177a3d,1,boleto,1,40.35
b044b08867cd3b1d69a4b3c372321557,1,boleto,1,37.23
114b220ff080617e99d21cb8549b7433,1,credit_card,3,68.05
9e33d956d1112885d1ad919e54d05697,1,credit_card,2,42.66
171f303505168e746c3ba9dc70a1c1f3,1,credit_card,6,126.20
1b19e11d36f65ac8fb85d361d49096ef,1,credit_card,3,260.77
528b401a2474f3a33a3373be7a77a0cb,1,credit_card,2,105.53
3937b5e90887b4a6c5e4102865c4338f,1,credit_card,2,21.78
d884aeded7a463f237549f42945b729c,1,credit_card,5,51.00
dd0873e10bd3c63b350df2fb55bbbfb0,1,boleto,1,37.62
7cd48500c7fb8fb359e9b91fbb2a23e5,1,credit_card,2,73.34
1b2eb899988cdcc0c604910e20a76c5f,1,boleto,1,54.72
61877f26b314bbf4aef8f12f4cf0ed7e,1,credit_card,10,321.91
7e17bef0b77734da366177cd331ed66b,1,credit_card,1,38.28
f9d71ca22c3574cb50bd404950d12ff3,1,credit_card,4,120.20
208f186df8ea1fa4fa3d2672752e9788,1,boleto,1,138.21
eba72fc69b4d8bb6893e635895a7bbf5,1,credit_card,2,162.33
e55e8c9f6f33a8562db1430444f22092,1,boleto,1,58.43
388d683431db37774946413cbb22210b,1,credit_card,1,98.49
7d5ba597429574dce3200b4b20686641,1,credit_card,6,85.18
960de6b16b5ce4196d243baeb9d1a699,1,credit_card,3,178.44
7898dee2ff48e01ffb2b651e56d8b504,1,credit_card,4,204.92
fd7303a4968ffb3832a0bc5fca2d2b6a,1,credit_card,3,112.10
f05061f4489d31233011621bd07caaf6,1,credit_card,3,38.00
d6e3a9f9be1350d1e2bb6e25e8bfd05d,1,credit_card,5,99.74
6dac04f41aba0a18ba91cbe9779267c7,1,boleto,1,60.10
d49a2214238550c6f2fc4e5bfc7d92da,1,credit_card,4,47.51
eb30ff356b044cdd6749167b9690434c,1,credit_card,5,279.57
4abc7b5330425bcf9c2f7f48151a88c0,1,credit_card,6,144.39
31b82ff746d73aeab9bc070c10156273,1,credit_card,1,82.33
75e7e33e52d884da90b436ae1da13be5,1,credit_card,2,127.92
113035b11296fba96615d97215b9e301,1,credit_card,4,148.18
b83fe0e59b384422cac91db5d32e1835,1,credit_card,1,29.05
3908808de1bc14e2592cbdd80fd41729,1,credit_card,2,70.03
26a488b0eb7d46fb424069b683e98d9c,1,credit_card,2,77.84
86f409689bcc6848577f53fcfa1154eb,1,credit_card,1,171.75
d8e266265b5aa8df57f13a4fe58ee38f,1,credit_card,2,106.78
84f58fa486ce5cc8fcc701d211e80749,1,boleto,1,471.42
efbb2bc2e3c82743c650b6bc29a722bb,1,credit_card,3,40.39
385183082e6bcd8f81769fe274d3654a,1,credit_card,1,21.04
4e2a846769fc8af3af8b7826b058fe4f,1,credit_card,1,76.76
00143d0f86d6fbd9f9b38ab440ac16f5,1,credit_card,1,109.29
731f1b5ebfacba1715ccc2efb20d50b0,1,credit_card,6,328.17
8375044308874af1c50719ecaee3786d,1,boleto,1,70.79
152c657cdbdb6b803884cb4f691d17e9,1,credit_card,5,826.42
ca843d205ec288c96c0133bc678c44e8,1,credit_card,1,56.66
d51e56e6a1d66d3b91bf2334a386cd69,1,credit_card,8,157.25
c9a9cfcae27293ffcf7a40ce1e34f18f,1,credit_card,1,67.14
110ac0768c3e3a78e2937b1cb1ea3395,1,credit_card,3,40.60
21577126c19bf11a0b91592e5844ba78,7,voucher,1,4.65
e3dc8fab0cf7aaea9a75decd180dcd8f,1,credit_card,1,38.00
b7ada522cfb63d2f443ab987bd38c885,1,boleto,1,123.40
40237bfdaa849b45bb6dc75be63c3abf,1,credit_card,1,57.59
2dc82d1bd19ac194b91db9b17adc5a62,1,credit_card,10,245.19
a8a42525a528f4f3b6c343d8cfa0a374,1,credit_card,8,198.13
8ebbdbcc79e51da16021583a29f2ee21,1,credit_card,1,171.83
98e94d121fb6444de93e426ceeb1e0e0,2,voucher,1,50.00
9f33a39fe21aa7e49c58d5c16da393a0,1,credit_card,5,54.42
2ee6a55f531c6d9e507e1b4c7bb0156c,1,credit_card,8,84.36
6d6f16813fbb3448a034fc242a2603c6,3,voucher,1,15.82
2db84a082bda455eb1da10727e7ca621,1,credit_card,1,19.78
4cf7b60ee5bf3891424ddb434b261cd5,1,credit_card,6,1733.34
c22857ca01052cca0c4dea70902c5a92,1,credit_card,3,45.09
d84ce4acc4a19690d7a7b6f5df4d3023,1,credit_card,1,204.06
63d924357f70228a8bb5713b68d3b656,1,boleto,1,166.29
0c92ac263657a43f18927cc6392e3816,1,credit_card,2,96.10
5e9539c329818fcbcf5579c92a58501d,1,credit_card,1,67.44
9751ad9e269564b0b79cc17a82fe06c4,1,boleto,1,75.85
48fbeebc9d59b8f5b8c06d87af9626f2,1,credit_card,2,52.58
d379106e33d9ce768889ef816526d215,1,credit_card,5,100.54
8adafb3466daa5395694d3a906ff9d40,1,credit_card,4,218.00
cc798828f930d073a9b9592d56bd167c,1,credit_card,3,117.23
9cb00de5b638536df59a274ce43e811d,1,credit_card,8,88.41
da19f73a444dea9507b737d32d8eef61,1,credit_card,4,258.30
e67f76501c34f4adb5587ee50a6474c6,1,credit_card,1,85.85
aa57296ceb0b170f4823d71a06a43037,1,boleto,1,66.44
c35c0040e09990a95e79c617fafe8c10,1,credit_card,4,79.62
2565582c3ffde36251dbe19595831796,1,credit_card,5,161.37
4fb03ddd24b3d883bf20f5f196c53890,1,credit_card,3,42.58
b10818512d51945f6498d36b8de77c68,1,credit_card,6,61.72
a3115f34be015286911b92beba41be5f,1,credit_card,4,300.31
6a0ac163171ef70a5386eae45e6a799e,1,boleto,1,110.02
e269b2472c0546324acf4d09dd7acfab,1,credit_card,1,206.92
dd1bd072c709a5e654fd047560eba5aa,2,voucher,1,25.00
bb8efe90a4b9dc65b0b365ca7a94db25,1,credit_card,2,36.13
653fb84a9e7359c05777a5332a48a876,1,boleto,1,84.23
7cdb98b018309556c5994e4a200213c0,1,boleto,1,116.92
9c6091fbefbb76532f8a51939765c532,1,credit_card,10,344.64
969d3f02f498a3db8037e194ed29cb4c,1,credit_card,6,367.27
ddea5624735479277afba6faccdcc28c,1,credit_card,1,64.09
1222dd8e203987d55f99c5552d41746e,1,credit_card,4,166.87
b19b783be83450d0c4d0b92c5343a528,1,credit_card,3,30.27
3be5256ae9320c0c96853f3832dbd122,1,credit_card,1,31.38
220f16b082fb12df459a193b4bbf9dbf,1,credit_card,6,135.94
a0c1ac2d2b7ee099ba14b612a76b6187,1,credit_card,3,94.30
7678a9ec36abfc35527725816936da8e,1,credit_card,10,100.26
eb6b32a82d2459d0ce7f2089f9eba0f2,2,voucher,1,10.40
b52571bcd79c8d0e16272c548228a5a4,1,credit_card,5,523.98
421b4ffa3b5162cfda443317c902f866,2,voucher,1,187.75
1924c6aa8ef1e715f7593d5b36bc596f,1,credit_card,8,354.24
dcd05d9cb9629d8ee695cc3f2e030bf0,1,credit_card,3,121.09
f1fbc76b5a7cfbf5170cba46cbc93c24,1,boleto,1,163.92
f4c47c5163aecbdc7ce04fa55857b332,1,credit_card,3,38.00
742aea07dd8f1cc25098f44089301a0c,1,credit_card,1,48.28
89a7352733b3aeb0fc18bb034b52cc5d,1,credit_card,1,90.84
6b34444470c3f9256eb504e61edcd608,1,boleto,1,28.91
36b7b9c89099230dbecdcde16e84c1cd,1,credit_card,8,108.46
8705d42adbcd3182c575cdf862302836,1,credit_card,2,218.49
eed22f145a76fd4bb9224e927213dd25,1,boleto,1,129.42
c95f74e4997a96f046a9e40e4d8726de,1,boleto,1,228.88
a8b7b51948bf9deabad95734d8470c5f,1,boleto,1,68.12
a93cc6a86a64ca1f201b78f981adbc25,1,credit_card,7,149.00
aa3aed786cbca7fa2c6eaf17148c63e4,1,credit_card,10,319.34
438f4256ef380bc7d658773ed817a480,1,credit_card,3,63.34
37a8e5d9b2e5863960037179b26da448,1,credit_card,5,463.15
2dabb10146331fc98c0322801df870d7,2,voucher,1,20.00
ce5f998d724ed1ac61c890e33b24a33f,1,credit_card,10,187.43
615774e695ab140dcb5e1c0aeb15b9cc,1,voucher,1,92.19
e13c7d85f07a4e00c383115a154dcc39,1,credit_card,10,2207.98
d411b203fa5c4b8dee5012ebe23cd3b4,1,credit_card,2,198.04
efd626e6a12a82d76e456e34093f8356,1,credit_card,2,202.05
d54bea5ba90238aa83323565749538a1,1,credit_card,10,2264.90
62059211790cf7661fe10443c75e8f17,1,credit_card,1,8.45
d1a26dc0c31e929049044b86a868c08e,1,credit_card,1,51.34
9955a2f7fc38c1b21be304e49f22e58b,1,credit_card,5,94.77
6cf30e050336c50f368c34da13c9e6a2,1,credit_card,10,126.02
ffe4972089425f7752aad086a7fdce28,1,credit_card,2,161.23
21577126c19bf11a0b91592e5844ba78,15,voucher,1,2.35
53e7de93de0f500168f10be4d3ca4577,1,credit_card,1,60.93
f1d6313ed30c82ba1523aad41c60685e,4,voucher,1,16.44
aee4a272cfe5c5e7d83360d9ad2206e7,1,credit_card,2,50.85
54b7ba0e3a2e8a0f9f68011432a52575,1,credit_card,3,91.18
5e52347cf930a594b49921ee25d22742,1,credit_card,10,294.70
dc82732094ba2671604e8a318714bb78,1,credit_card,3,191.23
1f3a59c2916b7d2ec5fb039cc15ea18e,1,credit_card,1,26.61
666a7787fe64880d1ad7dad0e4988ab3,1,boleto,1,80.09
172587311d5d0329ae5a761bf6ae4c80,1,credit_card,3,39.60
9c867ee818c84d2be46a83abbfb13004,1,credit_card,2,122.47
