customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
6391b6b3125ec6fbe82bf0e2d616337f,9f93044b0156639ec44b7ecfca3b9c31,70324,brasilia,DF
425793dac84f3a20dede5cd61cb46d4f,ed6319ffefb5dd25d861b977d3acb234,09260,santo andre,SP
47171f14cb6b6369a2f845cd67a3bcce,ab1b1335445f91862e930d735591527a,88865,nova veneza,SC
97fbfd543f973bd88988e248eca01348,92de41be8d846c05369434988e663488,36660,alem paraiba,MG
50f2efb2a5ba41f1b0c67ddb1daf86eb,8cbd2553bd61c34b3437e60a4caa7abf,36145,olaria,MG
6f47bf761ea5cbc060f0ac4b4fce666e,71b1207b964510e050f3677a421ee3ab,85602,francisco beltrao,PR
d1ce97e059738b228faa1e4ad83b860b,74517ea2f7d7c48994c5d41249e46556,08223,sao paulo,SP
39b59b462888c0b541d1550612718ea0,cf038612c8729d1aae8d8199bf87b357,95920,boqueirao do leao,RS
45fd0f4002588ad41ef11b08ec4cf2ce,8429807edd4ebdc06a75b12d95e64cb5,20720,rio de janeiro,RJ
4bbeac9d9a22f0628ba712b90862df28,a37da5802a5aa6f38ec64302cad8ca08,30421,belo horizonte,MG
9333ef63edca89e95e7c016f1c70633c,69ce43a0395347971e5e602adf779604,02725,sao paulo,SP
42d7132586f6d1b7f7be2f6d9a2a97dd,dfa3e421c89e004ab5ba9a721beaf895,91900,porto alegre,RS
974809ed2f12441c5c99e5ab636c2af4,d242c2a33b19c5fab2ccf4f67dcaba86,12238,sao jose dos campos,SP
a346f988c7f391f919345ab9926fbbc8,70dad727e56e0f608edfb370f6a51630,28635,nova friburgo,RJ
d8690d5619753ee8295c1a1f602d9fc0,b6b13cc209d05fd795b326da3800d9ea,22240,rio de janeiro,RJ
eeee9d1c48539af62348268fab136e2e,2883fd7c3fadd0ad0611424020a381c6,85896,diamante d'oeste,PR
c46b80a1d5e25ac1e32520e9b70ded53,e12e3ee1eb7c5ad94cca4e7429e59932,85660,dois vizinhos,PR
5f063b22160f5b66dd74ab507d230169,5529aea7939027fa11e9386e52af84af,55750,surubim,PE
a5931868ca3c3ba7b8b15801b97fec1f,f362efb7a720cb6e29d93e4e1248dce1,17400,garca,SP
7a95d4d532661c21c68fd13ebf6a95f4,82306d8c2a60a3f8485bc30a4cc55822,04273,sao paulo,SP
31f3b17dcd0402e09a9e1841d4b6a25f,1725493c8d242215acd8c8f56fa3ea80,13049,campinas,SP
4574799ec02305ad487c70b99ee872de,976e8620250776abce9c919efc2739b4,25710,petropolis,RJ
fefe47950f42fddc66afdf7315a36dae,850e8006b4f239916012dfd4f9bdeb0e,97037,santa maria,RS
8f5777a90b7294397d8f7c2c8e95157a,dfb89f9eb8bb1467b559e889a423a152,08341,sao paulo,SP
dc2fd15d2dbf52095072ff3e9938cff6,4f8ed0258f7e14b7d4bb818443cfa3c1,73360,brasilia,DF
f71daf549aff62ad50e839ea1086d9a1,522d1f87cd0763c5fe91a7277b41197f,07242,guarulhos,SP
5673cde32ce3810e1eab5570d458d827,009062f98089a091615b5c9faa13de26,29101,vila velha,ES
4ec9fdf2038cbe32c118593bb6ad7d16,29b22a981f0b959de96e78cade62090a,17015,bauru,SP
b2939ba60688ad38a646e5ad35052707,87689ecb1658b91df3cefee2142b948f,89802,chapeco,SC
90412aa593075b1ec797a9dd70c36881,fce50ad3a674fe1e7f05356abc3ee2c3,18274,tatui,SP
74081feb88afbf611f4bb95713970ca2,91649e225c832551bd36ef7f13c46f3e,86870,ivaipora,PR
f6f66dd6fa586fba39dc2484d0ab4947,d00e958d2e4f52203dcfb1d1a0e16400,78070,cuiaba,MT
8dbd9a596460b3b76fd42b13a7d77382,140154967ab20917f55dbe2d3dfa1e07,12226,sao jose dos campos,SP
b0aaac25cac80dcf398faeb698c0dd27,2bf309706aa713f4cc4ba45978bab01e,36770,cataguases,MG
16a30ce5e482ed5a947eca6f6b33c962,dfbb4c51ec321d5ee8307a10e57452b7,55194,santa cruz do capibaribe,PE
1580b820b625635d138a7995ff9e5ee0,1ea4618aaa18d40f46187da578a907ec,14160,sertaozinho,SP
3e7b5d210ff52504781d20a8d6cf38f0,34ae26a1b26b3525b594a99d341472f6,06711,cotia,SP
9050371aaf6e57515b2583acd99c9bb6,fb4a4bda0d99a11f1f638aa36160d07f,35830,jaboticatubas,MG
4a2dd9d4f4e3b6f3f69b5ed6804e6741,aa0e93762aea8c1d0d790c81f8359a26,79760,bataypora,MS
3d46e2b167c26a577fb12420046629c6,1f80b9b457fcf4c37779dd5bc661b9ce,70375,brasilia,DF
8cba14bb8ebdaefa1aa8563ace8ecd69,7df1b28f76c17fdb19e22e5fa4b4c483,04410,sao paulo,SP
fe531acf72493b23de85684db23e8b31,10a3723e136ee51c5364151c7775a7ab,89801,chapeco,SC
e93b7766c1c641d30a535fe9973895bd,267ff442736c1c9dc9a4b4d5d9205f7b,05162,sao paulo,SP
4e364c106217fcf45f21a4db793866bb,b18983823f3259d8f50a36496ea84a8d,07990,francisco morato,SP
12f0a2db64cb3b8ffbe0a340acb99050,cb3e281051f38969721e8c07190d0c40,06813,embu das artes,SP
6f8d2b555e7c26023c890ea54c862955,e35d19c64028a0752df05a51bde3ab53,01240,sao paulo,SP
ab2525bc0acb98f406e1c657ef0b26e9,b6a4dc3a2b47f1aca1a7abebf31f454b,26031,nova iguacu,RJ
2135d8c6474fbeba5b218bb1178dfc2c,7b440fe9e014286474030d757719dab2,08830,mogi das cruzes,SP
fe084cbada53a9db32d37961c2b1ac01,f1704e9368ddcf1c1236d78616b25d76,05345,sao paulo,SP
28c37425f1127d887d7337f284080a0f,175378436e2978be55b8f4316bce4811,09431,ribeirao pires,SP
206c0fcc717333d169ff95933fb47341,9a3526eee723accd014ec683afe5bf20,31230,belo horizonte,MG
e1f6a4d95e763c60aa9c56b6abe2d6e8,59461a391edf495ab442d2451d3622b3,95555,capao da canoa,RS
0599f126a96e82b600270dca9776effb,d0fb1b9eec4309a1a2d8689806604037,59603,mossoro,RN
865ee1fb8ad1d078203ed382830c0e07,d8182e33151364df08d8c6e28b51cbfe,91751,porto alegre,RS
2ffa798151feeb9238e6c60c6facd88b,462335f5ff825b6f17cee0f62368e2bf,04139,sao paulo,SP
756443b83aba78cf471a583a9a712f22,12f0b92174115360e842570307baddf4,09310,maua,SP
0b683a7e42b6c883d715590590b5f986,21ee1b03107428068f2e344c03276b4e,89300,mafra,SC
3a0a5fd64eaf4a5c0e60300434ec496e,e5238c097c0acab2f2c670c275e46622,06160,osasco,SP
e71aa4d6c1d0e48c39a4394e7d912601,9acfd126b8934746901bad32595d0b8b,13070,campinas,SP
34c7b7a43f4fb3c649c886dac07f7125,1fca4c930a0d94569e6a1551a559188a,13013,campinas,SP
31db7b9f58e06664aeb89a82f52240b8,16bf55d18664532f1b4c10bc1f3fe29f,17920,ouro verde,SP
38658a45235ad07f51a84607654e53f1,0950a89e2269d0042c403550ac89a787,57083,maceio,AL
1030b28d807d5003f132f34e5bf014d8,30b13da62761605132178625ac472bfc,74810,goiania,GO
edd297f09df0a4096fd1162bdc7327a8,d50d0e32a047a94ae4d0722c82fd013d,29460,bom jesus do norte,ES
d1fa1ed473950f63eea094761bcbf039,a0368361ef07cbe4cca677b5ddd9db2c,13236,campo limpo paulista,SP
ca9c652eec1e65db2d7b32aada767c0b,336a5319af40378c86fd797109f2b818,03227,sao paulo,SP
44fa9e92d8f954cc61aa5606b06c5982,04aecdfee31650af897348b7e92ad336,09310,maua,SP
b1c2b777ab4fcd4947514d99ddd9348a,ef9f42d62306afe6422cb4ca45fa4259,86390,cambara,PR
8dc4c1ba3c81aa79d96e459b5e8a8b66,adfc21860c222bc8b607b5ef86341153,18017,sorocaba,SP
adab95e6495905a75cb6945011a6417f,86402f64755f8805a2ba95b2b2a29471,45027,vitoria da conquista,BA
efb45eecb70bb27f975a210586d2c726,c5c742af68f4e716c4f18b507f17ed2e,71070,brasilia,DF
bb22cafe10da65775931fd4dfcc38328,75c7ca196c689b375f0f980d25852fdc,31155,belo horizonte,MG
94c1a60de2eed5c304c731a6ec674387,013f66477aa3210eb05fec3fa184de33,69307,boa vista,RR
4427125d8551590623a0e4dbbb2e25ff,3c7c7e752e4f4f2d4ab5c5c195ff2461,01214,sao paulo,SP
52b25d31e779e259422789a033435421,2271b98c96ef2dbe4241cbbde7c8c12b,22710,rio de janeiro,RJ
a61cee7568322910d8954f49f6c1760b,b6891a3a9c250146c914c8f6dc8940c7,07182,guarulhos,SP
698c9575d3f2b6fd6cd368475a5cf865,1420e793ce84ed2ea19d14996ace2165,48700,serrinha,BA
7ab374a2594bb7064ca8a34918267d52,62aad23fbe0be06a54ae50ed18fc95ed,02985,sao paulo,SP
f3b31ef24fd2dee8c429445b06376351,0473d91d551a30df5027481af9963b8a,11680,ubatuba,SP
0be4ccac4dad0eece92dc788cd5e9260,383a372bb06ef1c032c7dc50636eee24,38550,coromandel,MG
bb8edaaa3e1c1233e6c0c2692676c0a3,b1cea2fe484ca4819c2f6a48563d03bf,92440,canoas,RS
a62ed90dfc56c8eb3e021e9151fbf469,28de7333fe1c9bf7af6152972c01ccc6,12070,taubate,SP
85118baea7f7e7f2d94d59128d2e70a8,936a1b7c2d18db279315af71043752cb,26290,nova iguacu,RJ
8bd5c421d45d6bd586c368f79a30cd2c,109c2ebf3006665109fa85a3050c9e44,12224,sao jose dos campos,SP
041318f3b224ed1865ecbd61cbd4c77b,1e497c35c31d2c947d234488eac62e87,09351,maua,SP
5996053930f57df892c5c73d6d2ef325,adfacc2d77dedee0e194365d17882f7e,04438,sao paulo,SP
333a913545093913245d9bef9d363d4d,c084f0e0a76da58d603304288aa7fa32,02033,sao paulo,SP
c805f98a53f91cc2794ca2402fde6cd4,06caeb75009153db427a6098d7974115,84268,telemaco borba,PR
dc6c2fa08420a97bcac582d6cf08742d,712c4abfd9b054e7872aad2021a4aee3,01454,sao paulo,SP
53e644c7c57416bdaf0409e656ee8b0a,26b5839e505ee33e6a449f7c2c403f99,15400,olimpia,SP
9919279bb9d90740dc78c930d5a2596e,894382535eef1ce243ec19088626be0e,20560,rio de janeiro,RJ
194db5a5d58e5c923d6c2ef8c41e1234,8867d0789d37cb74fd4ca9333f5e3750,12412,pindamonhangaba,SP
544b2f3a716fad7a3a4fa19ec23b409d,55c8837cdf3977aa0624ec2048643a6c,72860,novo gama,GO
af05ae9632b87952d4e679eaa389046e,e1ea943624e04d56d0ba78fe67955871,92025,canoas,RS
8ee208e4a8579fc7bf74b535c4bb3aeb,f298f68a669e670cbd0c7e618a197b65,81810,curitiba,PR
94cebf039d51a5f2a69abc82dd162a00,ea2b26bf8738e87234007aeb61ffaf8d,24120,niteroi,RJ
65b9c8af625c3c4a37af569d46f77136,7d968cb7862adb320960788e55ddda05,22441,rio de janeiro,RJ
70b6f7d1c71cb3a1449da5a4fe5a8d02,867bd5d847441c4437493b52f60cca6f,21750,rio de janeiro,RJ
f393da6b32b8d8ab1d9b5914ffe322b9,2d5ebaca8779bfc70d5fea05fd1bdfd7,58038,joao pessoa,PB
ba3865460d9232b12cea42b9b2fc1380,81ed63903142641cd6b9318258281764,85550,coronel vivida,PR
fe543dcaf0106197870ae1c21d36076e,ebd29227edeb5b2661cc8dbeeaeacf60,13214,jundiai,SP
e86f553170b06db9ee781701ad6091ee,e3e3aea25fbe50f00d7e7ddecc9ba96a,38035,uberaba,MG
cbe9f8fd52e2a3803cc739bb06a17e18,60b3d2418fcad738b94496174bbd6880,31730,belo horizonte,MG
9d394287cc0e0045079b25d2df4adf87,d60483078c0c81748581f80d355bbcba,07140,guarulhos,SP
eeb659c845cfa9bc6b50556e53e9269e,c9b99fb03f3fde9b406e4cbef56421de,04333,sao paulo,SP
14c584eec1ab0ec9dabee7741f6c075e,46ffe7cab19e3bc89e61c151a4ba4a1d,58540,sume,PB
4399de73b8c8afafb0134d5ccd8ff1b8,64965ee4d0c0f35dee03875b616e7586,07061,guarulhos,SP
b4d9bdccef2f565308b2564514eba827,ce2e2a8c4706ae863641bf507ed6d2f7,77022,palmas,TO
36851607cae18316467f054f11a2e627,f8c74f26f568c1b52cd212e700e977df,59147,parnamirim,RN
41dab101e63cf0c1866b20cdff40471a,8110579e604a8b928b43700ee5761af7,78200,caceres,MT
651f4f5c54de7d8ca39e09f7c6c56e5e,dd76ca8e2a53d6b71641758883958449,12301,jacarei,SP
ac3fbcb5772c50de636f614e8c6459a6,2a2713562477f28c875ad40f4f69d2a0,57052,maceio,AL
f84ec948b39eb0b4c9968d5e4ffe36a0,35abcd93c3048cc4827af183b1cc3b03,87200,cianorte,PR
65761947a056b26b4e0e853086f7b1e3,9339ade05031453f881ef7db13a8da39,07851,franco da rocha,SP
cb8142639e986f3ffda553fea7e60b3b,a6e1eb7e78b8557118e99b34281f66f4,88140,santo amaro da imperatriz,SC
dd9a54bea0eff3f69bc420353f20b52b,76e450ad0dd910adc304127c01dd8ab4,22261,rio de janeiro,RJ
064e2cb3bff15053eb0e4afc471e7f2c,06f1d66196374b588fbf7cbc2793874d,08554,poa,SP
23fafaadc0b11501176401ba0003c22d,b3441a427e8889379672bfd441f5218e,72583,brasilia,DF
08b6dd70f6a9b5bdd17a1387733e3511,781d84d699c11b6151fe6604ec184e60,24230,niteroi,RJ
1c2eca232f8c616ae2c923acca50d5ed,bd431f29d0d0fafcf4706ef1a0410181,09341,maua,SP
e1e145e1a407187a0057f9008aad829f,0da0ebb4d9cbedf6d64c7c6f5df15db5,54762,camaragibe,PE
27780d964b286faa7931ef6bccb5f123,486839abb2c53eff73798c7146f86a87,20021,rio de janeiro,RJ
27ab33d6c14857fd5dcca0c26a063d3b,e09ede1057212120a291c4fa1f832c63,01532,sao paulo,SP
18af14116834f457513ba68d3c208eda,1e6d2ab66fdc23fe97ac091057970b6d,08625,suzano,SP
e7c0ba41633ed69bf435337a8efc0c7e,8f552e7eadcf54aff83af9009e3dd204,71530,brasilia,DF
dc353d9edb5d35503fae9521399340c8,59268ee5dc0cd98a36ea808010826cc8,13087,campinas,SP
fb2723ec0f0d66b08daab79d416b1765,361b5c19f63c93dd2accd5e3e001bc06,22745,rio de janeiro,RJ
12658d23a028a4fd61c6ed1baddf98ad,8a84816d00bfa9d90f315a55e0e9bfd4,09351,maua,SP
c1a69ca2899b3cc961dabdbcaeaecdab,465b533cb30b28a5d820d9ca45084dea,19880,candido mota,SP
62189b05812bf34dc2aefcb4119080b8,33534240897eefc1c8f020c3b0d5726c,35519,nova serrana,MG
d1568f1104d2015dc70bdf7d9ab88dd2,93b52b7591ca73fc44cdac70146a1b0d,04904,sao paulo,SP
b0f994938a75bb0c6a523fee2e7c5746,e4fee005515f62ed99b3f4e09d921d0d,67200,marituba,PA
a483d29b933f7cdd870da777f32e91b1,f0b82de7a3f8634becc460c0ddacd858,72308,brasilia,DF
a8675255615b3a42f92339f755cb1e04,657658dcb11a46229af44a6b6001a066,28010,campos dos goytacazes,RJ
48d9269e44b63f369a6eeb4024456cfd,b4c50a347f504c086ba2bf11bf8af5c8,77023,palmas,TO
4e2edc825b43010a5ca8a1002dbf0e5b,bb89e4f51744df82ecb801818a153037,29047,vitoria,ES
d482c96cc23e02b643f79768912442c2,8ceb794ddc239eded512a791fc6a1fb9,13600,araras,SP
cee87c1ba63da17e6d9aded0ec8c6627,0ffe1870a2ac4c4b80537171452daeff,25850,paraiba do sul,RJ
5c192d3f1d7b6f2f982c8e01aa350847,ad98c4b02f37dfd862e224b26f56778e,13280,vinhedo,SP
86cb4f1c3e32aaf6c8dbfb68fb45a0be,976a42b428cdcc4c80dd7e23dcfbc5e6,98035,cruz alta,RS
86a37dbd4b61a93b6fb20527263bca1d,17029a65a832ac0a58da6ef9df2fa900,04524,sao paulo,SP
c2612bb60a3070e0645ae554b00cb690,1b00a8f2cf5cfb7906c06f4e478b9b6d,34015,nova lima,MG
d8a76a94468f01bfbbe028908b633981,ee817fb6892963601874bd9a5b0ef55e,11705,praia grande,SP
b315622e6aa6f42dadc791504ffb88d2,4d645a79f9e8db4f4ce063f6fdc1556f,39520,porteirinha,MG
203204fa07c4ebfad4d5c75079f32453,e87c2e2e5985c5996ec20651a3d50fe7,70770,brasilia,DF
f9d6595c725eee2aba47fc7257680db4,4b72a0663701b53014f308b56a8d7b44,01202,sao paulo,SP
74203cd183d2faf3deb5629c6846362b,e96c10f142f3a616d0ec9c73cb3f0a98,05128,sao paulo,SP
80a4e774050223dd467a7d514862b986,0fa4a064989236797d08591a95b05311,35323,imbe de minas,MG
a6d0826873e7fd69267d460a167a51e9,21ae07e16a47e3fed94214fe683e97d9,22060,rio de janeiro,RJ
bdf43d2af85fb8be05435a7b551f005d,088bb403a7bf757c144df6b2b3bdd816,35701,sete lagoas,MG
f4f702d7ea3e215274437e0df02de452,dbc1ec016a5b8df476e5c366f0743d6b,09690,sao bernardo do campo,SP
dc099664976e53ce3c32de9b9d7b321b,740b9a28b39035534bf3425b19016263,13485,limeira,SP
cb63d833eec3ba3f144b12d4881f2f4a,ba8121a9df3b7d7b1bd5451536903489,46880,itaberaba,BA
d927fb1a7573ee0227e2546f5b2ac302,d9e97e176fab9b275f9665eef6151a7b,30140,belo horizonte,MG
cfc5c8672fd109e453982d27a4678e62,0ffc908947e1f0c9f17647058b9a58c2,78525,matupa,MT
c745f27eee6290a661b48e70a8d38768,73f2d3f8659c11325d46a63bfd8e08bd,36913,santa margarida,MG
a347b5c92e4dfc932d041067f2f48fce,3ffa6b58e047a85a07f78160132b918d,08775,mogi das cruzes,SP
cce2f2a4e26c4fc0745e71f78dc6f862,c7c90bdba8f5246769bef4e8347b1679,88801,criciuma,SC
dd9a99a98bd9d0fb502fefdd2b6eed39,d3ae5ec685b792fb76214d718f834b2d,22231,rio de janeiro,RJ
3b10a8f8297080ec4f0600315eab4ec8,1fa03c95aad1b3bcadf47ccfda4cf160,21073,rio de janeiro,RJ
c1a4c8eba56bf95b78267d837d0d3568,47b44949f1dc684274f579fc954afa26,71680,brasilia,DF
a996449b1a83201ba86b95b20cfed295,5f8c6f3a4b96dc87a47c35c5bb018c19,14810,araraquara,SP
5d1caf9872c76c10e211e5b25d061ab1,c506a1a7fe8a6dcf1361f1bd55612eda,58900,cajazeiras,PB
e07a6553644addb188f2aeaa5f273348,2e2d3ca6e374bd9df2e3161a7c5187cb,05361,sao paulo,SP
15eb80a894d70b00865534fd4bc1103a,f7f8503e3befafa49f5dd00928dc0dd6,11030,santos,SP
1e248ce64cdbfc9d30332ff380eef1ab,f62d6572c9c25b3796d058d7b833f8b7,05756,sao paulo,SP
b025998376e02b75dae7d887315d5da8,555789ba02ce5b47f71981657177b7e0,95320,nova prata,RS
6e4dd13384773c090e487c674a47977f,d624a80aa123d00e1e78ae655743ac51,23093,rio de janeiro,RJ
11d4407faece8a6220c06056f36dc9af,c2abc77bf1bc80c51993b0c70ab14226,05010,sao paulo,SP
f9913bc021d14fc9e5a96b3508284589,341c1bfcce15f772ef1c1e93dc360141,02050,sao paulo,SP
1327ce0ab1e8ef67113da7aa01967f7b,642f4248015621c7d5274ec7be8c3d0a,04015,sao paulo,SP
234f9b7bd7eba28c42e8e8a09c98ea31,1794843e3bfdd537d38c9ccad70587ad,30642,belo horizonte,MG
2aa26f091cbe1ebe446df78de1628f34,73254f2121f9a121ae8a5a32458bd7c2,05871,sao paulo,SP
92567b8407d1f85946cda3732c6f9e40,680e5e50b3eda64e3b4fee22f76b49b5,27140,barra do pirai,RJ
bc4ecd6bee226a3064e6f48f3a67be1f,3d0dd42b5efe4d21ee7ca0985b5a6aed,74580,goiania,GO
03e454af33e93cda33e1b22175ab8361,d05013504cc471a973af3e91dc6b52fe,22291,rio de janeiro,RJ
65f2494b7f5169c8b680f5d0c574f1b0,2141abef0c20ac53c1bbe8e9aa668cb2,79950,navirai,MS
b7edcefe737a2bc9a92eaf9feb81fb93,77c1de9fc5e7838eeed8e2b258db2e20,11669,caraguatatuba,SP
aa072112a00df3b18830253b7fd1f47f,009a3ad0cbdfc7f5481488472f72e8b1,13070,campinas,SP
c849d0ca6e024f4f72ea8eace58ee21d,f46ee9ced7cdcd3dcaa53b9743831f80,08745,mogi das cruzes,SP
d473db85c392fee4f94c300cf4ddc792,61c58e2a27aacce685979dfc1f8ac424,06328,carapicuiba,SP
e34c642add1c46f0904e95997afac775,ce1fd4ae53af3460683ee1e6dff3e028,74820,goiania,GO
996cc20f492fe7046b8562c4526f345f,767f240a60c7341190384b2d0bc82f01,38405,uberlandia,MG
25216db0abfeac5dbfc9de3cecb2019b,78a08bdc420769677ffa6eacb225561b,66063,belem,PA
644059e43894b09e9d86ee6bd2e9222a,8fd816effeb9c0c48ceda294b0eb0858,11310,sao vicente,SP
c78088a2467e83cbb726c1283608dca7,0e09770453aa9d84c1c5db77a4bf3650,09371,maua,SP
ce2172509c4149d65212484eb761bc37,c5da6424f1f5decedef8672a1a0103e1,88350,brusque,SC
01c77b0f81a1e64cc8de4f736226f7a1,4e11a713ef5224c1b4e2409ed9a05e15,09111,santo andre,SP
68d081753ad4fe22fc4d410a9eb1ca01,2e0a2166aa23da2472c6a60c4af6f7a6,03573,sao paulo,SP
