review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
26ccedab64af303bfa98ffe1765572e0,f2b00200fa3b427fee60eb4fa811720b,4,Ótimo ,Tudo certo!,2018-06-08 00:00:00,2018-06-11 12:22:41
9ab1b171791a59c99f5041cab6b61bcd,21d84fdbaead25cecf565df87958cbb0,5,,,2018-01-11 00:00:00,2018-01-12 12:31:02
7cadd69d6e914b75d130c1dd0caf0d79,615774e695ab140dcb5e1c0aeb15b9cc,4,,,2018-03-17 00:00:00,2018-03-19 11:24:06
8f6f2ce4208c883945f271c6f2228391,ff67a8af06a0fd9a0493480efccf9bda,3,,,2017-09-26 00:00:00,2017-09-29 01:31:09
7d5d5b80f2ac1142c163508f7d148144,23169ab372b70385fcc9668d29aad84a,2,,Achei que o blackout viria com um tecido em cima. ,2017-04-13 00:00:00,2017-04-17 12:47:12
3291ce5f66b4005a90530c2ae98e78a8,36b8ca63eb9822b5f68630749ff70e32,5,,,2018-08-28 00:00:00,2018-08-29 10:31:43
aa581e057de70ca374b669e65e582924,125b6d6d69726457c31530e0fae8ff38,4,,"O produto chegou bem antes do prazo estimado. Em relação a qualidade, esperava ser um pouco melhor, mas é muito bonita....",2018-01-11 00:00:00,2018-01-14 01:05:17
4775a9d5da4d7c1b0afbb38a32410e74,a2b02026d2b1873d8e01ccfe3f8c62b0,5,,,2018-07-24 00:00:00,2018-07-25 10:45:34
010b7361d3c6962ffb181a8764da3b36,84f58fa486ce5cc8fcc701d211e80749,2,Mercadoria errada ,Minha bolsa de caçamba veio da Ford ranger ao invés da frontier ,2018-07-31 00:00:00,2018-08-04 00:04:36
dd1fd378c60f8c7dda62dd01140138cf,157972ad87ad74e792dc1c49ead0f733,5,TUDO CERTO,"Produto entregue antes do prazo, boa qualidade e nenhum problema.",2018-07-14 00:00:00,2018-07-16 15:34:54
fa676905a66a44ff89c9101b292a05b1,417b5687161450887ef2e6b283c15c32,5,,valeu a pena entrega antes do prazo eu super recomendo ,2017-12-09 00:00:00,2017-12-09 14:54:39
7e543c0684db1ade6814d8667f124de6,97f3a84e96f9e837dae9f7e2f4570afe,5,,vbvbsgfbsbfs,2017-04-18 00:00:00,2017-04-28 18:52:38
4c39acfd2d651b8590050f9eb35e1611,11104e15dc0997a6ba0aaaf449f51160,1,,"Produto foi entregue parcialmente
não recebi o que comprei ",2018-04-11 00:00:00,2018-04-12 16:17:08
6a90e5fbc5e54b04e0a38d0ebebc6c76,6ef48857a65c0db78e1cd9e0accbd55b,3,,,2017-06-03 00:00:00,2017-06-04 11:53:29
49b1b86e28f4cb8162f4837ab4c1f38b,66fc85fce01ca94d68a669ad2f78c035,5,,,2018-08-10 00:00:00,2018-08-13 17:25:43
844f87b1b964bc33b5d7d84180225ed0,7bea83629cbad77571dcccb181fc2a6f,2,,"Produto diferente do pedido, e até agora nenhuma resposta sobre a substituição.",2018-02-27 00:00:00,2018-03-01 23:50:28
7afe48fca1f3258dfbb3bff2d32096bc,44cfc5b2ba4522fbfff8c05a8649e538,4,,,2018-05-06 00:00:00,2018-05-06 22:55:30
74e1cd8dc3ea053d8ed52e984064e7eb,4962467df8bbf58b2f212f805a473446,5,,recomendo!!!,2017-07-29 00:00:00,2017-07-31 23:50:01
a2467085b9662d45a176af6f87d9e83d,8618461ee5428f56dcc6d2794ccc59cc,5,,,2017-08-02 00:00:00,2017-08-02 23:38:44
3381de6286f7d2898229d8f901bce1bb,a6ec65788794fad0fbd2e2839c73fff3,5,,,2018-08-28 00:00:00,2018-08-31 20:44:31
0f65cba61639e5e07d9486cb811d5882,05bf7a31e9d3eecf93db6a8e4508ed8a,5,,,2018-03-14 00:00:00,2018-03-14 11:38:11
362f70bc68f256dfa44182fb6e4d2ecc,cce3f49cd454ef2ad2924bc694eb1df8,5,,,2018-01-24 00:00:00,2018-01-30 10:31:01
81ec7d865d78b62d0adfbe8aea790ac2,5701526ccd29e0cb831e1324aa60b867,5,,Exemplo de fidelidade entre cliente e empresa ,2017-12-23 00:00:00,2017-12-26 11:47:15
d414c02b27a4c7a14c8a4da0ecb7e1e4,e8a7971efe578b8e5a140c59f190c52b,5,,,2018-08-10 00:00:00,2018-08-12 20:52:03
250231cc33a2e7f60a192f1d60c9e773,6bb425cfe5c2338ba1386a0114f7fb50,5,,,2018-08-24 00:00:00,2018-08-27 15:26:17
9a547988b314ded5e6e14906edc072fc,3668477773eb5474d397777749d44f08,5,Muito bom,"Produto de boa qualidade, conforme o anúncio.",2018-07-15 00:00:00,2018-07-17 23:02:43
3c260965ce42c18e6908b38c28e2cdd7,49f879aa078787ff9ca5e831515407b9,5,,,2017-09-12 00:00:00,2017-09-12 16:43:34
3f6b94e58d8dbcde1f807e337f37cce2,4ab2c1c6f21974d6332c0531a74eef20,1,,"Comprei o produto é solicitei a troca a targaryen e até o momento não obtive retorno, o produto veio embalado mas com sinal de uso, já solicitei a troca e devolucao do dinheiro e não retornaram ",2017-11-14 00:00:00,2017-11-17 12:06:34
7b4567a688777c8b8b69a2b83ed2a8b1,ed0621902f725df643367f63deec991a,5,,,2018-03-10 00:00:00,2018-03-13 10:31:37
86dfd34f313f6961588864270256acac,ed130bb10da75cd0720fccd02487fed4,5,,,2017-04-29 00:00:00,2017-05-02 19:00:48
09eb9450fb4e43a5dfbb06adeb838990,d6e3a9f9be1350d1e2bb6e25e8bfd05d,1,,,2018-01-19 00:00:00,2018-01-21 21:09:09
5e5b744d14b05143747728e25714bb50,ee5f9143bf6915bc96a42c0034fd46ca,5,,,2017-12-16 00:00:00,2017-12-17 15:26:37
24123d4e1f304df302ea880de489b2c1,24e48a0c9fc1cfb4bf9ccfd3dfd7c984,5,,,2017-07-11 00:00:00,2017-07-12 18:10:19
cad34706195f8de7ac0a8572305251c2,f28cf65c040ec0031234f04085debe30,4,,,2018-03-21 00:00:00,2018-03-22 02:45:00
e48683dfaac12efe7e31661413951d25,da28a815dd7996590e84c9e51dec1ff4,4,,Entregue antes do tempo,2018-07-28 00:00:00,2018-07-28 23:10:43
a4bfe96c27ed6acff19bb53e2b5b9700,d8e266265b5aa8df57f13a4fe58ee38f,4,,Tinha que vir com manual de montagem,2018-03-09 00:00:00,2018-03-12 17:07:21
308316408775d1600dad81bd3184556d,3fe4dbcdb046a475dbf25463c1ca78bd,5,,"Ajudem a rastrear uma das 3 prateleiras que faltou, só chegaram 2 delas...",2017-09-07 00:00:00,2017-09-11 09:58:09
1ed01e8f777018a33227be5073a82e8d,67d760ec323d2c9f0292ec4cdafc676e,1,,,2017-11-15 00:00:00,2017-11-15 21:13:33
f92380d942e2282df9f23bfec1c6e518,dae97a1f0f8cafc4d646231f0d04fd88,5,,,2017-06-21 00:00:00,2017-06-22 10:30:12
18ad11dd1dfa363a0afb099313cf2526,815870a80fd96370919e0d7d0d117412,3,,,2018-08-30 00:00:00,2018-08-30 21:25:47
693c94dd792f17513c5f9e82ebda9bc6,c4a8083dac0f37da8bdc5db37c89bdcd,1,,,2018-05-26 00:00:00,2018-05-28 20:19:41
6b66674930965f79a0809e99ac9b9d57,7533138abe254f5d3856101e4a21e5f2,1,,Ao comprar consta como disponível. Após concretizar a compra e debitar o cartão . Consta como indisponível. Foi enviado vários e-mails sem retorno. Nao confio mais na americana. Com,2017-12-02 00:00:00,2017-12-02 15:53:09
43e9279b8c4904c42a17664ce650063e,4abc7b5330425bcf9c2f7f48151a88c0,5,Ótimo ,Nota 10,2018-08-08 00:00:00,2018-08-11 04:24:06
5d0915e582f5c74ae4e0c54ac8df47b4,4d2c3fb1909604d5f9474e4675971ef2,2,,"Comprei 4 kits de saquinhos para sapatos (cada kit contendo 10 unidadess) e no dia 15/02/17 só chegou apenas 1 KIT! Liguei para o correio, eles disseram que não era com eles.E vcs nao resolveram tb",2017-02-16 00:00:00,2017-02-19 12:27:49
a0188a08cfbee9a3a7fc5b1add6496ac,df413df02c32f319cb51828513261aff,5,,,2017-11-07 00:00:00,2017-11-09 15:49:19
d0f81de2ce70e0f3056abc77ab56087d,ca843d205ec288c96c0133bc678c44e8,4,,,2017-12-07 00:00:00,2017-12-12 19:25:57
bf6db8b0ac29fcfdcf1e54673f32aefd,0f32b97a3ceaa816f0ffa6af3ca4e0d6,5,,,2017-11-29 00:00:00,2017-11-29 10:55:33
661315e416e6bc1e07ad62c9bdb44bf2,d9e98b1f6961932f22bf340d0153bbad,5,,"Esta pareceria entre a lannister e as demais lojas foi muito bom, pois veio a contribuir positivamente, facilitando a relação de compras entra a empresa e seus clientes.",2017-10-18 00:00:00,2017-10-20 17:36:07
27e941b38898e835949dbeb80184f4c3,62d3014a7e5b4f51c5f2bb713775aada,2,,"O produto veio inteiro e esta em bom funcionamento, contudo veio acomodado de modo muito arriscado e suscetível a avarias e etc.",2017-05-31 00:00:00,2017-06-01 14:56:28
ddca2624a2c1a8317c2360e2f352ee5e,220f16b082fb12df459a193b4bbf9dbf,4,,"Entregue dentro do prazo. Porem a capa é meio desajeitada, no meu sofá não encaixou certinho. mas ai vai de cada sofá.",2017-04-01 00:00:00,2017-04-04 12:07:11
64c4f5f9c8c1093f26e29d0639581b21,beff38e75b4e29421672a5a3a531bf28,5,,Ótimo produto e com entrega rápida. A loja está de parabéns. ,2018-02-10 00:00:00,2018-02-13 17:22:52
eec6f78441ddf3e134676eb2446fd73a,c97b6271a445cec849420383547b34da,5,,,2018-08-14 00:00:00,2018-08-15 10:17:53
62586c6e645f1963ea387321f7236159,6abc9d4c7489e1be689ad1f068af8c31,5,,,2017-03-25 00:00:00,2017-03-28 20:44:52
9267fe6768cb10a9c410bc1f9f806c92,0518657f142278ad13d645c6b5b0a669,5,,,2017-11-01 00:00:00,2017-11-03 20:50:48
f4cf759f40ea978ad736f00a5d39e50f,44d2ec7f124befc9d02cd313f1af14c5,5,,"Perfeito, entrega antes do prazo, recomendo.",2018-08-16 00:00:00,2018-08-17 11:18:15
eb301c2cf3271ce8af7fe5aab12e4e70,dc87bada73c00ce3e2e2c2b985c9c647,5,,Recebido antes do prazo estipulado.. obrigada,2018-04-21 00:00:00,2018-04-24 11:14:29
2c486fee89cf8bb182601b03f2b2e909,5553543e89ef381e4ff08f6b91b94690,5,,,2017-10-31 00:00:00,2017-11-03 11:45:33
79d6ddeea2dfd5d8973ddfd4bad9cf5b,63d924357f70228a8bb5713b68d3b656,1,,"quando fiz a compra paguei o frete,tive que ir pegar nos correios falta de respeito na hora de vender vcs aceitam depois temos que ir buscar ,não compro mais e nem recomendo.",2018-02-17 00:00:00,2018-02-19 20:23:34
caeb230e72ee07cc4de673fdc9d1e11d,2829feee3f2a5c865f84cf4efb8df48d,5,,,2018-05-16 00:00:00,2018-05-20 23:59:32
b74d391d225a284210db00929a8adb1c,42aaabf39b810fa0a3390fe791dbb880,5,,,2017-04-01 00:00:00,2017-04-01 21:04:36
805da96499ef9c9c33f6c4330abdd764,0d4947e726ae3959a6cc28979ab632a2,5,,,2018-01-27 00:00:00,2018-01-28 15:50:42
1089aed9093fac9ffa47b4d57e970c77,79e843f791612177a6bb9f948f96f904,5,Excelente compra.,Site idôneo.,2018-06-21 00:00:00,2018-06-21 23:22:30
2467b817d7baf1869934b139b97c5d3f,114b220ff080617e99d21cb8549b7433,5,,,2018-07-07 00:00:00,2018-07-10 09:11:32
a2cbb83819589f2526f9276b40c29088,1f453524ca7946b73a175299b82a66c0,3,Ótima,Mesmo com a greve dos caminhoneiros chegou no prazo,2018-06-08 00:00:00,2018-06-09 01:45:44
16ab2fe39f3b8604f473443d41e29f1f,f19b9413f2deb98fbb76c8f57ca52a95,5,,,2017-08-04 00:00:00,2017-08-05 19:05:16
6aaa6500d771d5bc6627f1c2bcdaf9ce,f6ca2b9e738276a523e65504634a762d,5,,"Satisfeito, chegou antes do prazo. ",2018-03-20 00:00:00,2018-03-21 04:05:36
007212b1303d5f6b6207d9143e5a668b,bdf2232a3cc316d1649fc8faabec0f21,4,,"Entrega no prazo, obrigado.",2017-12-15 00:00:00,2017-12-15 19:36:41
c5767ad0830baa9e28e6381130754901,bcc4d7b9422f45610ec4008b5012e842,1,,COMPREI UMA MOCHILA DA MOANA E RECEBI DA MARSHA. QUE TRANSTORNO...,2018-01-18 00:00:00,2018-01-19 09:21:37
15b77f3e3cc4cc84952c66eed1333ee4,ac40627fa08c6c47cdb3648f3e14901a,5,,,2017-12-14 00:00:00,2017-12-14 18:07:50
4420b6b8ccc73b9dbafcdba69dbf0982,579c04f647cacb17047677baa1282eaf,4,,"Produto correto, entregue no prazo.",2018-04-04 00:00:00,2018-04-06 21:02:54
1de5a6511d03fdfb910d7bbcd3e152c2,db70f8a5634ca9a20586be3dec6ad653,2,,Estava marcado um dia para a entrega e não foi cumprido,2018-08-12 00:00:00,2018-08-12 12:36:25
5a2674cb477bab66c6eacd0589540dd6,6a0ac163171ef70a5386eae45e6a799e,5,Dispenser d - muito bom ,Produto de boa qualidade,2018-06-07 00:00:00,2018-06-18 13:22:13
0063ca42d0dccf5e41391cd90941f9ee,e1bf61ad2edc26abb98c7d7f4a8dc47c,5,,,2018-05-04 00:00:00,2018-05-05 02:30:06
ecf9fd44416d5006776c3ad0e0f774b2,e3143ad1af7d0f2878a66a1cd565e4a2,5,,,2018-03-30 00:00:00,2018-04-02 14:57:21
bb0b4445ab35264189ce2c33cf8c83aa,54c4b0926f9b4aeb54164306d1374e8f,5,,,2018-01-17 00:00:00,2018-01-19 21:17:28
1fc2b5aaaab80677e5d475ac52a62d68,b3d71a2000f053668c1baac73b5fe4d7,3,,,2018-08-04 00:00:00,2018-08-05 13:37:03
901e10393933136ce58ef02e72a9851e,49d10d709e14496d0d1d8d6cb556d2f3,5,,,2018-07-03 00:00:00,2018-07-03 20:08:11
e4bdb071895665b0bfeeb9f5c6fbd354,0ad9d4e4f4c9746b59ddb9c18d30d241,4,recomendo,Recebido antes do prazo previsto pela loja e chegou em perfeitas condições,2018-08-15 00:00:00,2018-08-16 11:10:01
434300f82ff0f6e0ee84c2ad9a7439ac,2b8707bd8d89fbfd17af1dc3373c2875,5,,,2018-01-18 00:00:00,2018-01-19 10:38:37
82e9385a920df017ff8ff25ff0fd6d66,2db84a082bda455eb1da10727e7ca621,1,,,2018-02-22 00:00:00,2018-02-22 04:03:54
fff55f5773c2169a4203a90cd63e1464,715df31025aff2a2dd08b0d8c92ee63b,5,,,2018-06-08 00:00:00,2018-06-21 13:55:13
1a7109f64ce3f8f10ae6888714af0169,45fb3f449f9ca45f89ba2d2b062e495b,5,,.. ,2018-02-10 00:00:00,2018-02-16 10:21:56
574ff7b2058b5fbb967b36ccf690c472,b77b82b683e9956ecdf55514de3d1f1d,3,,"Sou cliente stark há anos, mas o motivo do meu descontentamento é porque pela segunda vez me enviaram um produto danificado e esta entrega está atrasada. Ao tentar entrar em contato com a Central ",2017-11-26 00:00:00,2017-11-27 14:43:49
d80341aa3c93a526707cb5c1fae57e44,15226cfb3e9f4ad163d09f493688204b,5,,"Entrega antes do prazo, produto de ótima qualidade, recomendo.",2017-04-14 00:00:00,2017-04-14 22:36:34
ae288856fb6a1de8445f3e1ccf5f7bfd,241b1a5ff1d152dc47bf2093ea154edf,1,,"Eu cancelei este pedido, não tem como avaliar.",2017-08-20 00:00:00,2017-08-20 20:45:59
bbc36eaacdc8b5d25ae856796c824d19,4d1d3523aeda82887c2875955783ba2f,3,,"Um dos produtos veio incorreto, eu pedi 3 produtos iguais e veio um diferente, estou no aguardo para resolver esta troca.",2017-07-07 00:00:00,2017-07-08 15:35:15
ecea9c3cd97d6787b4abc0f90f6f136f,733e4fd44a3ef48272fa3650f48b8734,5,,"Parabéns, chegou antes do previsto!",2018-04-17 00:00:00,2018-04-18 01:18:54
e87df074513d39113a51d6b558e72248,b77c6d3c0334b27a51f220038f0ef8ac,5,super recomendo,recebi antes do prazo,2018-07-31 00:00:00,2018-08-02 03:22:35
c11aad805cadc08367ecba0fa81f1f34,c89639dcbe79b6451bdfa3143a968d57,5,,Produto show! Entregue antecipado. Valeu!,2017-08-04 00:00:00,2017-08-09 00:32:55
cca79f200b86126a86077d428a6f5a4c,86b6e717cea86f8854d74e5b1df23e95,5,,Recebi o produto 3 semanas antes do prazo máximo estipulado.,2018-02-24 00:00:00,2018-02-24 23:22:10
4e1f6d6be3ffe82538bce490e6ffeb63,15847be2cbb3423e9344e53b040ef2a6,2,,"Produto entregue como previsto. Só achei o material da arara a desejar. Material que não dar muita segurança. Tive q tirar as rodas pois sairam do lugar. No entanto como improviso ""bom""",2018-02-01 00:00:00,2018-02-03 00:15:58
c2dd2028732714abdd149d53733b8a9e,6bc8a792b7a78b27d3036a8d23b0ad38,5,,"Entrega tranquila; produto conforme anunciado, muito lindas as toalhas",2018-04-14 00:00:00,2018-04-14 20:18:37
93a0e577041ac5043c8d3bc811bd918c,f2fecc6e386231f071a5ec6438b7ede4,5,,,2017-10-25 00:00:00,2017-10-26 00:27:32
0d4393c3f51f7865f3395d66f704e474,d72f1372279cc7f3656e8253e755ee79,5,,,2018-05-01 00:00:00,2018-05-01 22:41:15
cb0afae1cc469a190970ac52d4fa2a5a,01bc343311e5b8090b64d6ab287a5cf0,1,,,2018-03-24 00:00:00,2018-03-24 04:07:18
67da38c15f8d822971a309ee17e52e34,138f041df3644d9ad82f50c67b7bb304,5,,,2018-07-27 00:00:00,2018-07-29 22:04:54
a4bf7076a97b2213caf367b4578cc4d7,40a496e18a46349487b125eda0d0c288,4,,,2018-05-10 00:00:00,2018-05-10 12:45:21
9739bda943077e7b3e52217ac59a7fb9,32163a3da27e868cf12730227576ff1b,5,,,2017-02-18 00:00:00,2017-02-21 22:53:27
c1e433d451b112d958a93c4815f32bd8,53e7de93de0f500168f10be4d3ca4577,5,,,2018-05-26 00:00:00,2018-05-26 22:46:02
d51ba1bcbe8ac5320c910e7323dd24e0,4d16edc6146d11a43b18720cce159643,5,,,2017-08-30 00:00:00,2017-09-02 12:26:07
052b924fcabc6124268aa00a0b247ae0,e1f72316055b5f5da7834780f994d6c7,4,,,2017-12-01 00:00:00,2017-12-01 09:33:38
3f43d29d8b84bc9e2b0936e532578f2b,5971f2b65e9c6f58aca350ec6674905d,5,,,2018-07-24 00:00:00,2018-07-25 11:28:04
c131b784cf9e6654f17da55ce89efa54,aa649f102949b264d3d83c5c545dedfd,5,,,2018-01-11 00:00:00,2018-03-27 12:04:28
ae5c35f28bbb2e75343f9ecebe2bd6e3,f1faa948ad7764d64dff89bdcd2b88fa,3,,,2018-04-13 00:00:00,2018-04-16 23:08:41
d7479d4a7572bdd3ab8e844609669ca2,b87287b5e32f2ab2319f41ce30055288,3,,"poderia ser mais firme,achei fino",2017-11-04 00:00:00,2017-11-06 16:39:03
2938016a07d49f44ff6f54d399dd77d2,354f93e9f4da886ed48d1add590d8d37,5,,,2018-05-12 00:00:00,2018-05-14 20:57:56
1b138ab908f4492fb05988f80f5cc908,56286095ef8730771df8d223978236ed,5,BOM,RECOMENDO,2018-04-28 00:00:00,2018-04-30 17:37:15
a94b8a3af219e00e3a2b10ab628df30a,e243d2b9a888be9451926d6053edf2a6,5,,,2018-06-14 00:00:00,2018-06-22 20:36:49
fd54cc6552489d6201c6a6542652720c,a70cbddbc05271b2103fdd63f37034a0,5,,,2017-10-28 00:00:00,2017-10-28 22:57:16
b0483ed8b133ed6d7b5a82bc854c21a0,270f5a5025de7523edbc65d690647f33,5,,Amei o produto ótimo preço atendeu minhas expectativas .,2017-10-27 00:00:00,2017-10-28 14:24:32
fc906850133b4a339e3aad7b79dbfa7a,c711d7f26c4563f427379e7ed3bfdc51,1,Não recebi até 28/04/20,,2018-04-20 00:00:00,2018-04-28 12:44:12
ab0305b0a23b66f211c7892f3c29f7a0,bd6ab28252f15e7c57f212a725aa1c37,5,,,2018-05-17 00:00:00,2018-05-21 14:10:25
572c51e1d7cb67efac4b7c4c10925f02,3ca18df2135c0a2602ea7d0e9bf8cb03,4,Produto conforme anuncio,Recomendo,2018-05-04 00:00:00,2018-05-07 18:29:55
6105bca857219b5d92f35fda751a350c,d884aeded7a463f237549f42945b729c,4,,MUITO BOM,2017-05-30 00:00:00,2017-05-31 14:45:31
dacd2e5e526d498a99465c40d18e62c6,47c1158d35b8d9f0453d5f2ddbbcb3b0,5,,,2018-08-01 00:00:00,2018-08-03 18:18:13
ba00e5ad15f190865cee15828f8de640,df49de84ab3bc9177615784feba35c12,5,,,2017-11-09 00:00:00,2017-11-09 14:37:57
2424d0b7d5e8f6f0c8311453a8d718cf,ce8a790838d6b4304ddde9481438c679,4,,,2018-02-08 00:00:00,2018-02-10 19:25:21
9d210304c3bf9350cefedb659e3e75aa,f05061f4489d31233011621bd07caaf6,5,,,2017-11-19 00:00:00,2017-11-20 18:55:08
bf63ff237a142391ad4aa1903cf23bf3,0fe66ba925b98652d484ad6af89402e7,5,,,2018-02-27 00:00:00,2018-02-27 23:09:05
c02cc6540599cedea3c698de37ff9729,8705d42adbcd3182c575cdf862302836,5,Não estou em casa,"Estou em viagem, por isso ainda não recebi o produto.",2018-07-03 00:00:00,2018-07-03 18:33:54
fcb4b90f0c5824d59c8b7fdd3014644a,9955a2f7fc38c1b21be304e49f22e58b,4,,,2018-06-23 00:00:00,2018-06-24 15:16:33
af1ae39d6f03729f64e9b71e140be96d,1f6ddbae00fc6acbc0457caa5fd89ad1,5,,,2017-09-16 00:00:00,2017-09-19 03:17:01
152f4bda546bdf58be10217fa7e1786c,7d5ba597429574dce3200b4b20686641,5,,,2018-06-23 00:00:00,2018-06-26 12:21:43
d665f6c0cdd5ccdf5210cfa526760820,67528c4b8b629d9cbb51da492c6a9ec4,4,Show,Chegou antes do prazo👍🏼 Muito bom ,2018-07-27 00:00:00,2018-08-02 21:07:49
100458c810a341d2b19eb3a0fad4966d,6cf30e050336c50f368c34da13c9e6a2,5,,"A entrega foi feita antes do prazo e tudo corretinho, além de que amei a bolsa!",2017-06-13 00:00:00,2017-06-16 15:13:16
7b9ff44da27efb30ccd7e94490185750,d0e7875fcf8fa009f5295ad397fc7e18,5,,,2018-07-26 00:00:00,2018-07-29 17:04:27
13ed63af43bdec2de422fa2ddd497185,eba24b2dcc75d6fb248e917715a425d5,2,,"Preciso devolver o extensor, porque não coube para fazer o encaixe no meu portão... eu havia comprado no mesmo site e tomei o cuidado de pegar no mesmo modelo, mas era totalmente diferente. o que faço",2017-05-11 00:00:00,2017-05-15 12:49:37
c381901d45fa856f08b0fb46dc79c100,2e95926835baa8ca4f74e2602a69a84e,5,,,2017-05-18 00:00:00,2017-05-19 10:11:44
d01b8c2ee14bfd2cf310f2dacb492bc3,ad87776df87aa84719c1be3456cbbf4d,5,,"Produto de qualidade, bem embalado, e alem de lindo.. Amei.. Entrega super rápida...",2018-03-09 00:00:00,2018-03-10 01:07:33
387e4fb00c3823fab25c25d4446840a7,4ae41a4932898dbf49f39d10745ba16f,5,,,2018-08-22 00:00:00,2018-08-22 22:58:50
422d6120dd528cf1bc3457bbb55f342d,f26fa27bb0f1337c570d70e32fc2e413,1,Recebi meu produto com a.,Olá boa noite recibi meu produto com à cor errada. Por esse motivo não recomendo à Loja.. ,2018-07-25 00:00:00,2018-07-26 03:22:46
0412828492f4450436e7feb2708dded9,431e57fb445e35e908a2d4867bfc9b27,4,,,2017-07-29 00:00:00,2017-07-29 18:31:27
