seller_id,seller_zip_code_prefix,seller_city,seller_state
f45122a9ab94eb4f3f8953578bc0c560,13419,piracicaba,SP
6481e96574816ead57975da2c0f6d80d,18072,sorocaba,SP
1554a68530182680ad5c8b042c3ab563,37580,monte siao,MG
ef0ace09169ac090589d85746e3e036f,24451,sao goncalo,RJ
87142160b41353c4e5fca2360caf6f92,90230,porto alegre,RS
11305281b50fff20ae8bb473f8e11876,36500,uba,MG
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
bf100ecb7997df312b285358fb32f92c,83070,sao jose dos pinhais,PR
ddd51ae8cda92f3995a51fc0f0f3eec7,23062,rio de janeiro,RJ
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
99eaacc9e6046db1c82b163c5f84869f,14400,franca,SP
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
93b9a99027bd8bd6af682aff18dd19bf,07600,mairipora,SP
d354c38a7182125a748cb10474fe963b,28495,aperibe,RJ
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
1ce3ae5a399804d1a87e706f8a813c3e,88715,jaguaruna,SC
2138ccb85b11a4ec1e37afbd1c8eda1f,08250,sao paulo,SP
fe87f472055fbcf1d7e691c00b1560dc,13085,campinas,SP
e8b4225284fbb02d16f200513f1f395d,14960,novo horizonte,SP
054694fa03fe82cec4b7551487331d74,15840,itajobi,SP
c8b0e2b0a7095e5d8219575d5e7e1181,08598,itaquaquecetuba,SP
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
7994081388d55b9cf976c050653dd359,01244,sao paulo,SP
e84ad2127668df3aafc6b73531a0beb8,04613,sao paulo,SP
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
db4350fd57ae30082dec7acbaacc17f9,03126,sao paulo,SP
845e8036c3f7bf62099352f5ed910240,21041,rio de janeiro,RJ
3364a91ec4d56c98e44174de954b94f6,76804,porto velho,RO
8a432f4e5b471f8da497d7dc517666e2,19042,presidente prudente,SP
20a8b0dc55da94fe74d112082427c84f,13312,itu,SP
bfd27a966d91cfaafdb25d076585f0da,13930,serra negra,SP
a369d693961cb93b61ca2cc518872a85,15081,sao jose do rio preto,SP
b87a7ea0c30fad2dd6781b74a0064859,04133,sao paulo,SP
179d859f51292aac5c10806a356f7af9,09411,ribeirao pires,SP
9c0e69c7bf2619675bbadf47b43f655a,12230,sao jose dos campos,SP
3586b8580d9c917874e053a1bb37b5ff,14802,araraquara,SP
6edacfd9f9074789dad6d62ba7950b9c,07135,guarulhos,SP
8d956fec2e4337affcb520f56fd8cbfd,09780,sao bernardo do campo,SP
138dbe45fc62f1e244378131a6801526,02215,sao paulo,SP
5058e8c1e82653974541e83690655b4a,08583,itaquaquecetuba,SP
dfa0c4c6229ab200a4a1336b4d7128ff,88085,florianopolis,SC
6c7d50c24b3ccd2fd83b44d8bb34e073,19025,presidente prudente,SP
8a8835a43bda99fd37310ad76c457510,09540,sao caetano do sul,SP
32b8764b4ef628b53608fc34011fcc13,88504,lages,SC
0432ead42b6c8a0bdf68154add917fdf,09320,maua,SP
2a261b5b644fa05f4f2700eb93544f2c,13660,porto ferreira,SP
7ea5bfa6c340f58f8e71fc1f0412b0d6,30180,belo horizonte,MG
6902157ee16728322d61a1321fa79e58,01026,sao paulo,SP
1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC
6560211a19b47992c3666cc44a7e94c0,05849,sao paulo,SP
febab0275244b9a49a623f0bd613ca2f,13920,pedreira,SP
f3da5b2ff499efb8d4a6d371d175d7dd,02407,sao paulo,SP
a420f60ff1aa9acc80d0e42959f2b313,05138,sao paulo,SP
8602a61d680a10a82cceeeda0d99ea3d,01001,sao paulo,SP
d7485b33791774c36108f8c69602d48d,81020,curitiba,PR
515d781150feed28a6ac091bb0e3cb8c,79090,campo grande,MS
640e21a7d01df7614a3b4923e990d40c,14940,ibitinga,SP
dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
cbf09e831b0c11f6f23ffb51004db972,09726,sbc/sp,SP
715bbd5ba4e6b74cb0d2f29eb45058b0,13930,serra negra,SP
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
dee656f0f566ed1aa85bd137c943f08f,12701,cruzeiro,SP
966cb4760537b1404caedd472cc610a5,09920,diadema,SP
f3b80352b986ab4d1057a4b724be19d0,71200,brasilia,DF
bf00385a5f7fc1ef39a13c2e9ee50a5f,01224,sao paulo,SP
ec4608a1f76453166bb312b2968aeaf4,13660,porto ferreira,SP
00ee68308b45bc5e2660cd833c3f81cc,03333,sao paulo,SP
701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP
59b22a78efb79a4797979612b885db36,38414,uberlandia,MG
ea8482cd71df3c1969d7b9473ff13abc,04160,sao paulo,SP
5b925e1d006e9476d738aa200751b73b,04567,sao paulo,SP
06bb3a2fe5e7b7a845b13e8fb91bd944,31844,belo horizonte,MG
fe2032dab1a61af8794248c8196565c9,13030,campinas,SP
e0a366315b1b726b6c7832d664c0f530,02258,sao paulo,SP
4e17c65a516f69d023a2ae78b84f28d6,08673,suzano,SP
18a349e75d307f4b4cc646a691ed4216,01319,sao paulo,SP
12b9676b00f60f3b700e83af21824c0e,95780,montenegro,RS
08061dc0fc165ed41288cc7acde738ee,06036,osasco,SP
612170e34b97004b3ba37eae81836b4c,93542,novo hamburgo,RS
2a84855fd20af891be03bc5924d2b453,30111,belo horizonte,MG
4b39558c138930b9e5489c93b6df5fe3,49055,aracaju,SE
4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
8cbac7e12637ed9cffa18c7875207478,89254,jaragua do sul,SC
aae3bfea055532c57fb453ed3ec80b30,09271,santo andre,SP
f84fa566034f5e8e880a07ec624c56af,13330,indaiatuba,SP
4c1c7281388a33dd06daac44f9fadbd1,17510,marilia,SP
0ff83046c3fa22efee8ecf291888b191,95110,caxias do sul,RS
a888faf2d1baececa6baf9c3d603ee1f,87502,umuarama,PR
681fce914360217db47784ae28905a96,83709,araucaria,PR
41b39e28db005d9731d9d485a83b4c38,09220,santo andre,SP
001cca7ae9ae17fb1caed9dfb1094831,29156,cariacica,ES
2eb70248d66e0e3ef83659f71b244378,13101,campinas,SP
6061155addc1e54b4cfb51c1c2a32ad8,13043,campinas,SP
3985a3c45be355a4c57fde108bfabd1c,95690,rolante,RS
e882b2a25a10b9c057cc49695f222c19,25963,teresopolis,RJ
dbc22125167c298ef99da25668e1011f,37564,borda da mata,MG
048c2757535328e0d7dac690ad3c0aae,14406,franca,SP
d91fb3b7d041e83b64a00a3edfb37e4f,11704,praia grande,SP
ba143b05f0110f0dc71ad71b4466ce92,02274,sao paulo,SP
4e0d109ccfba9a1151c103049880c857,25550,sao joao de meriti,RJ
5f5b43b2bffa8656e4bc6efeb13cc649,04880,sao paulo,SP
7bcd7c5f8631701474db233ccf1c094b,02047,sao paulo,SP
d9bd94811c3338dceb4181f3dbc0c73e,04186,sao paulo,SP
dbd66278cbfe1aa1000f90a217ca4695,05588,sao paulo,SP
63b464dbf392c7b80d12d932fa7cafed,02034,sao paulo,SP
7c67e1448b00f6e969d365cea6b010ab,08577,itaquaquecetuba,SP
c24173065483e421f9e5e7f599de101d,03548,sao paulo,SP
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR
43f8c9950d11ecd03a0304a49e010da6,06341,carapicuiba,SP
c60b801f2d52c7f7f91de00870882a75,07174,guarulhos,SP
062c325cd6a2b87845fab56b4ec2eeae,08150,sao paulo,SP
a3082f442524a1be452e3189e003b361,81560,curitiba,SP
ad781527c93d00d89a11eecd9dcad7c1,15015,sao jose do rio preto,SP
128639473a139ac0f3e5f5ade55873a5,87050,maringa,PR
7e1fb0a3ebfb01ffb3a7dae98bf3238d,14403,franca,SP
376a891762bbdecbc02b4b6adec3fdda,74323,goiania,GO
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
1eade46fba20122dc4aefb379f8c636b,02066,sao paulo,SP
40d54b51e962dbe09cabbcfd33298dee,09230,santo andre,SP
70c27847eca8195c983ed7e798c56743,20930,rio de janeiro,RJ
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG
b839e41795b7f3ad94cc2014a52f6796,09541,sao caetano do sul,SP
0dd184061fb0eaa7ca37932c68ab91c5,07031,guarulhos,SP
2aa3443d7bf9d9bb11133f420d75e083,22713,rio de janeiro,RJ
c3867b4666c7d76867627c2f7fb22e21,14580,guara,SP
0bae85eb84b9fb3bd773911e89288d54,88301,itajai,SP
17ca9b9e9b9ef8fdb529001b49ebb50f,32677,betim,MG
acce39e832338debb07b02385cde5967,32110,contagem,MG
f262cbc1c910c83959f849465454ddd3,03564,sao paulo,SP
432c37c9dfba871172ec162e20118b8c,70235,brasilia,DF
27a56ff04b34c2ba34ce6ba4d3b9d616,13033,campinas,SP
d8c7ba53e7e38711eaef8c2849d6d2e1,87120,floresta,PR
8a43128d7f9a3db592b866e6861a6cce,08080,sao paulo,SP
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS
6860153b69cc696d5dcfe1cdaaafcf62,13360,capivari,SP
e99e927c81e3f51739c94fcdfca9f10f,38400,uberlandia,MG
066a6914e1ebf3ea95a216c73a986b91,85863,foz do iguacu,PR
6d66611d7c44cc30ce351abc49a68421,04378,sao paulo,SP
3d8fa2f5b647373c8620330c4e077a9f,03031,sao paulo,SP
76d5af76d0271110f9af36c92573f765,03194,sao paulo,SP
729f06993dac8e860d4f02d7088ca48a,13481,limeira,SP
cc419e0650a3c5ba77189a1882b7556a,09015,santo andre,SP
0df3984f9dfb3d49ac6366acbd3bbb85,32604,betim,MG
994f04b3718c2bab35c2adfa8afecd2a,13912,jaguariuna,SP
ce248b21cb2adc36282ede306b7660e5,89251,jaragua do sul,SC
7ad32824caee82087b3e2e5f33b1bf32,14940,ibitinga,SP
de722cd6dad950a92b7d4f82673f8833,51250,recife,PE
b16d3dadc47d4eb18be3d88bad0775ce,93608,estancia velha,RS
5c3460cd3e8a984382ae254e7dd20d9f,15085,sao jose do rio preto,SP
dc317f341ab0e22f39acbd9dbf9b4a1f,94910,cachoeirinha,RS
1b8356dabde1d35e17cef975c3f82730,03477,sao paulo,SP
6039e27294dc75811c0d8a39069f52c0,06162,osasco,SP
b45d7ebfb7378630f1bcd74b6ff86ff7,30285,belo horizonte,MG
916c9de0b5ad957346eeeb12f332687e,80240,curitiba,PR
c68fb906c8f4b4b946d8386bfa6e5467,14870,jaboticabal,SP
93dc87703c046b603023e75222018b45,30315,belo horizonte,MG
1127b7f2594683f2510f1c2c834a486b,13087,campinas,SP
822166ed1e47908f7cfb49946d03c726,25803,tres rios,RJ
b2ba3715d723d245138f291a6fe42594,03470,sao paulo,SP
fcb5ace8bcc92f75707dc0f01a27d269,07032,guarulhos,SP
8931a84a914b3fe9b1ddaa4d704947ca,08410,sao paulo,SP
7681ef142fd2c19048da7430856b5588,07074,guarulhos,SP
7ddcbb64b5bc1ef36ca8c151f6ec77df,04403,sao paulo,SP
3481aa57cd91f9f9d3fa1fa12d9a3bf7,13360,capivari,SP
bd0389da23d89b726abf911cccc54596,71691,brasilia,DF
855668e0971d4dfd7bef1b6a4133b41b,13257,itatiba,SP
863d2ebcd347ce4922de7a0f9a5581d6,21041,rio de janeiro,RJ
1c68394e931a64f90ea236c5ea590300,87114,sarandi,PR
f63d8f293af3a6454377546bd9dd19ff,18110,votorantim,SP
6bb0724edf0b62fb91ac404873a97241,06700,cotia,SP
f593898ec748b7a8cb81fc04edafd98a,13920,pedreira,SP
77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
6a8b085f816a1f75f92dbac6eb545f8f,14709,bebedouro,SP
75fbb52eda0cbc24f479d3b2fbfa8d3e,74560,goiania,GO
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS
582d4f8675b945722eda7c0cb61ba4c7,11250,bertioga,SP
02d35243ea2e497335cd0f076b45675d,59077,natal,RN
1c129092bf23f28a5930387c980c0dfc,02972,sao paulo,SP
b499c00f28f4b7069ff6550af8c1348a,13481,limeira,SP
7a2d2949aea47fab95fd98d6c9f618b1,81350,curitiba,PR
fad44952713764836814be105382aee5,21340,rio de janeiro,RJ
f1ed6bd0a9b11b581f16c851c6a5a527,90240,porto alegre,RS
95e03ca3d4146e4011985981aeb959b9,21210,rio de janeiro,RJ
1d503743d2526f03f0c2c89540ee008c,01035,sao paulo,SP
df560393f3a51e74553ab94004ba5c87,87900,loanda,PR
6fd52c528dcb38be2eea044946b811f8,08180,sao paulo,SP
20cb7c2fde3e5bf10f0bbe7394e1c6a9,86385,andira-pr,PR
4c2b230173bb36f9b240f2b8ac11786e,03933,sao paulo,SP
81336a0f57a33776419727a300249e90,13560,sao carlos,SP
49e7217cfe4e427191c378ec626d8737,35570,formiga,MG
392e0502231ae2f8b29994ef6398cd77,18760,cerqueira cesar,SP
5d0363b33554b373851fc1622e4d5f3c,12952,atibaia,SP
fa3a0b5aabb344b9a92e3524b0202123,83020,sao jose dos pinhais,SP
d79e8478eed9999493990b44955fb22e,20081,rio de janeiro / rio de janeiro,RJ
7f2617c58d5d06806987308b45654351,04571,sao paulo,SP
04ee0ec01589969663ba5967c0e0bdc0,95910,lajeado,RS
4e922959ae960d389249c378d1c939f5,12327,jacarei,SP
8581055ce74af1daba164fdbd55a40de,07112,guarulhos,SP
c33847515fa6305ce6feb1e818569f13,88359,brusque,SC
c66dccfb3f109511246da627dd5a2498,11900,registro,SP
d921b68bf747894be13a97ae52b0f386,35570,formiga,MG
c8417879a15366a17c30af34c798c332,04445,sao paulo,SP
2528513dd95219a6013d4d05176e391a,06060,osasco,SP
730937bf88cb151eb2eb849f642fc213,13500,rio claro,SP
440dd6ab244315c632130ecfb63827b1,15502,votuporanga,SP
666658b8da8370f30e1f89893b1de5e6,03658,sao paulo,SP
45d33f715e24d15a6ccf5c17b3a23e3c,18015,sorocaba,SP
16090f2ca825584b5a147ab24aa30c86,12940,atibaia,SP
b561927807645834b59ef0d16ba55a24,02955,sao paulo,SP
213b25e6f54661939f11710a6fddb871,13321,salto,SP
78c99c6dff4eeae5be99bf635ed21e3f,17510,marilia,SP
56642bcb79900e777d68e91915cb4267,03701,sao paulo,SP
a69aa24cec11168e7e39a3fbc727e925,06330,carapicuiba,SP
343e716476e3748b069f980efbaa294e,13033,campinas,SP
643214e62b870443ccbe55ab29a4dccf,02134,sao paulo,SP
ce27a3cc3c8cc1ea79d11e561e9bebb6,03006,sao paulo,SP
0241d4d5d36f10f80c644447315af0bd,80330,curitiba,PR
8e8a7ce9f2f970dc00e2acf6f6e199f6,24710,sao goncalo,RJ
729b2d09b2a0bdab221076327f13d050,17320,mineiros do tiete,SP
897060da8b9a21f655304d50fd935913,14092,ribeirao preto,SP
09f952a5f58d2285b0372551ae8f9b01,09725,sao bernardo do campo,SP
557f22c76691849db52d2abccf0015d0,75650,morrinhos,GO
1dd33b8119b3cb1056ed5dc88cd0aaf4,04710,sao paulo,SP
520b493b57809f446cb0a233bb3e25c7,11075,santos,SP
d13e50eaa47b4cbe9eb81465865d8cfc,09210,santo andre,SP
5c6d4016c2a288f074fa0848a2b653d2,01209,sao paulo,SP
da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
5151aea44289d6c6b090ee31c2132508,17515,marilia,SP
5f1dc28029d2c244352a68107ec2b542,05126,sao paulo,SP
710e3548e02bc1d2831dfc4f1b5b14d4,86600,rolandia,PR
9d4db00d65d7760644ac0c14edb5fd86,18025,sorocaba,SP
d4f117125b59ce73c3302f88ee40c458,04058,sao paulo,SP
30a2f535bb48308f991d0b9ad4a8c4bb,13457,santa barbara d'oeste,SP
1336efc61c316ddf92c899eb817f7cae,19800,assis,SP
620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ
88460e8ebdecbfecb5f9601833981930,87030,maringa,PR
7d76b645482be4a332374e8223836592,01511,sao paulo,SP
cac4c8e7b1ca6252d8f20b2fc1a2e4af,13347,indaiatuba,SP
01fd077212124329bac32490e8ef80d9,14079,ribeirao preto / sao paulo,SP
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA
2e90cb1677d35cfe24eef47d441b7c87,02285,sao paulo,SP
c794dab4928dd97beb41d05514441e86,13160,artur nogueira,SP
c510bc1718f0f2961eaa42a23330681a,13330,indaiatuba,SP
edd066cd02126d7800f9b66e980e9931,70070,brasilia,DF
2e1c9f22be269ef4643f826c9e650a52,04850,sao paulo,SP
d1c281d3ae149232351cd8c8cc885f0d,14940,ibitinga,SP
3ade81dab5a172b88e1871c28ae05260,15076,sao jose do rio preto,SP
562fc2f2c2863ab7e79a9e4388a58a14,13070,campinas,SP
7dc8c42cc750eeafea6c85712ffee9bf,05424,sao paulo,SP
960945e1a9535cbc0cd6ddd35fbe7ae8,08290,sao paulo,SP
522620dcb18a6b31cd7bdf73665113a9,85801,cascavel,PR
d32e3909cfb714fb2a6cb092c85b9c5f,13215,jundiai,SP
ce7d1888639e6fb06b2749cbfdac1ff7,37443,baependi,MG
85d9eb9ddc5d00ca9336a2219c97bb13,31255,belo horizonte,MG
a673821011d0cec28146ea42f5ab767f,03809,sao paulo,SP
973f21788dfab357250f69a8dcb7ddee,35530,claudio,MG
11bfa66332777660bd0640ee84d47006,14085,ribeirao preto,SP
aac29b1b99776be73c3049939652091d,38408,uberlandia,MG
54a1852d1b8f10312c55e906355666ee,13456,santa barbara d'oeste,SP
c826c40d7b19f62a09e2d7c5e7295ee2,07133,guarulhos,SP
3c3017960b2dbd72711a61f0400aab8f,89251,jaragua do sul,SC
113e3a788b935f48aad63e1c41dac1bd,12570,aparecida,SP
d12c926d74ceff0a90a21184466ce161,02634,sao paulo,SP
f7ccf836d21b2fb1de37564105216cc1,14940,ibitinga,SP
4830e40640734fc1c52cd21127c341d4,03573,sao paulo,SP
dbb9b48c841a0e39e21f98e1a6b2ec3e,03929,sao paulo,SP
d29ba1220fb8634fa3a107e54497b8a4,13560,sao carlos,SP
cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP
7f7b8245c336066a1f9933c359f11d77,13800,mogi mirim,SP
8648b1e89e9b349e32d3741b30ec737e,12308,jacarei,SP
efcd8d2104f1a05d028af7bad20d974b,16012,aracatuba,SP
b39d7fe263ef469605dbb32608aee0af,14940,ibitinga,SP
f27e33c6d29b5138fa9967bcd445b6d5,04273,sao paulo,SP
55d3daac7c404d59e51c2aa2f4dc5a23,02150,sao paulo,SP
659e8466eb3ff1b0e8740d74fb7bbedd,45820,eunapolis,BA
98dac6635aee4995d501a3972e047414,02030,sao paulo,SP
3d39fbf22a665714baf62fae36029e23,13040,campinas,SP
a1bea7061f61f6fdd9a85a6325ba1033,06311,carapicuiba / sao paulo,SP
606ce7768feac12c5e8bd58db8b08f0f,13084,campinas,SP
0d85bbda9889ce1f7e63778d24f346eb,38414,uberlandia,MG
f181738b150df1f37cb0bd72e705b193,06317,carapicuiba,SP
bd4889b5e9133b35b66e42a8665cea5c,02963,sao paulo,SP
3be634553519fb6536a03e1358e9fdc7,08275,sao paulo,SP
23d7c96d4a1160db1c726b248601b25a,13360,capivari,SP
e5475dcab1e07b63d7f6e902d8f5eda8,09921,diadema,SP
7a67c85e85bb2ce8582c35f2203ad736,03426,sao paulo,SP
0ea22c1cfbdc755f86b9b54b39c16043,35700,sete lagoas,MG
bbaff50f3b708fda865918715276cd87,12940,atibaia,SP
db2956745b3a8e9f3785c99f34b5d25e,11600,sao sebastiao,SP
232a6014e7b10cba61c6c2b2ea6bb4b0,16500,cafelandia,SP
f435898e493ba0356019a0b1cb8b55b1,81720,curitiba,PR
edb1ef5e36e0c8cd84eb3c9b003e486d,25957,teresopolis,RJ
53b0300ca793f9834cd69c0678d35ee8,13339,indaiatuba,SP
36a968b544695394e4e9d7572688598f,11010,santos,SP
4b5f66b7adcf57f1ecc0d3c07dd6b177,87025,vendas@creditparts.com.br,PR
8160255418d5aaa7dbdc9f4c64ebda44,14940,ibitinga,SP
4c03b9dd4c11ee2cb35c96c49efc9420,13232,campo limpo paulista,SP
a5a1bfcf728ab0e19182959cf0771ee4,13960,socorro,SP
282f23a9769b2690c5dda22e316f9941,31573,belo horizonte,MG
8f119a0aee85c0c8fc534629734e94fd,06440,barueri,SP
b1fc4f64df5a0e8b6913ab38803c57a9,24440,sao goncalo,RJ
c003204e1ab016dfa150abc119207b24,07790,cajamar,SP
5656537e588803a555b8eb41f07a944b,72015,brasilia,DF
213fafb0ca06fb3d5886579c2565791b,35700,sete lagoas,MG
5dceca129747e92ff8ef7a997dc4f8ca,13450,santa barbara d´oeste,SP
3d871de0142ce09b7081e2b9d1733cb1,13232,campo limpo paulista,SP
86ccac0b835037332a596a33b6949ee1,89041,blumenau,SC
1bb2bdb95f4841f1bba2c0d2cd83d3c9,01257,sao paulo,SP
e0878efa0e0b7e5313ac0b43bc04c081,80230,curitiba,PR
e9d99831abad74458942f21e16f33f92,03542,sao paulo,SP
dc8798cbf453b7e0f98745e396cc5616,05455,sao paulo,SP
240b9776d844d37535668549a396af32,24120,niteroi,RJ
f5a590cf36251cf1162ea35bef76fe84,09720,sao bernardo do campo,SP
59cea8e446d3834393058e7e0666b6fb,87050,maringa,PR
