order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
06a9ff8c19b2d371a45c48568283929b,1,38fbe42a76e0c841c9445467b7e5ab30,1c129092bf23f28a5930387c980c0dfc,2018-02-09 11:35:57,32.20,16.92
06c94a45382f44abb2968a87bcee9bcf,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2017-12-14 14:10:33,122.99,14.61
06d5cbe68295558fd6c48998db3ea397,1,371fa349d92646bbeea5873df0bcdc5a,4830e40640734fc1c52cd21127c341d4,2018-04-03 14:15:12,39.00,4.90
06d5cbe68295558fd6c48998db3ea397,2,c20a3f598c16d77249da67e81caa8317,955fee9216a65b617aa5c0531780ce60,2018-04-02 14:15:12,33.00,12.24
06d5cbe68295558fd6c48998db3ea397,3,f70dd37d94cc7026ca198b9d7574c7bc,bbaff50f3b708fda865918715276cd87,2018-04-02 14:15:12,51.00,12.48
0818699476819463109688475b808343,1,44fc450365728c413fefc547592626be,b839e41795b7f3ad94cc2014a52f6796,2018-06-11 09:51:38,849.00,20.03
0818699476819463109688475b808343,2,44fc450365728c413fefc547592626be,b839e41795b7f3ad94cc2014a52f6796,2018-06-11 09:51:38,849.00,20.03
0818699476819463109688475b808343,3,44fc450365728c413fefc547592626be,b839e41795b7f3ad94cc2014a52f6796,2018-06-11 09:51:38,849.00,20.03
089099bac717ea03540251a8c02858b6,1,ef5c31aee1d5074121a478b14d3eb50e,3d871de0142ce09b7081e2b9d1733cb1,2018-05-15 21:15:16,79.00,14.64
08beae16754b76c55e9f49c7d4d138dd,1,55a1e3d39ace9c0b217f6c30b04d43c0,0be8ff43f22e456b4e0371b2245e4d01,2018-03-08 18:48:26,89.90,12.13
08fb5d31021fb887ce4ab33b8cdb804e,1,437c05a395e9e47f9762e677a7068ce7,7f7b8245c336066a1f9933c359f11d77,2018-08-24 02:05:11,50.75,13.02
0944dd6401b58739dc030557fb149b25,1,27a8b41684f77dd86572fa185bc143ba,44073f8b7e41514de3b7815dd0237f4f,2017-09-20 16:10:17,47.90,14.10
09b9364d966593e51c1edead847fd220,1,1600dcf1cea8c0c83702e07b577ab231,6560211a19b47992c3666cc44a7e94c0,2018-08-14 15:45:53,44.00,8.95
09b9364d966593e51c1edead847fd220,2,e57eb018e37376580079825eb29a3419,b1fc4f64df5a0e8b6913ab38803c57a9,2018-08-20 15:45:53,117.87,22.39
09c74db044dfe6e7f2a6b6a6750f36cd,1,de1dab31e5f3737cd024f5fe44743fa9,218d46b86c1881d022bce9c68a7d4b15,2017-04-13 20:05:44,127.48,11.50
0a187dd7f4efe70e8c3b6e3779b3b133,1,d6160fb7873f184099d9bc95e30376af,53243585a1d6dc2643021fd1853d8905,2017-09-08 20:03:31,1300.00,33.55
0a6e242b5cf18e140304453da637866b,1,1d7db62a21ffb4f220d3e8a05fa77e02,643214e62b870443ccbe55ab29a4dccf,2017-12-18 03:38:24,32.00,25.63
0a8ad519fc5624a7862124decee24b27,1,5c9f86c0e642b62c2100fd8d26f38771,2aa3443d7bf9d9bb11133f420d75e083,2018-02-07 09:31:12,89.90,17.07
0aa1d9509ae8e0c76c03ad7ba91dc81a,1,7c0a2a31bc479e366fe9fee1f5bc62b3,5c243662ce92d84573bfaff24c3e3700,2017-05-19 08:30:38,136.90,43.37
0ac83eb5438f811c9d825c0a059a0f28,1,8c292ca193d326152e335d77176746f0,7e1fb0a3ebfb01ffb3a7dae98bf3238d,2018-02-27 03:31:40,150.00,15.80
0ad9d4e4f4c9746b59ddb9c18d30d241,1,9988437646bfc0cbe0f97d4451cb08fc,d91fb3b7d041e83b64a00a3edfb37e4f,2018-08-07 15:43:53,100.00,51.42
0af28d87520565eb3b57c9b2abe1a2cc,1,34f99d82cfc355d08d8db780d14aa002,a00824eb9093d40e589b940ec45c4eb0,2017-10-11 20:28:06,2999.99,126.51
0b16fcb0e3133c83e8c82ed7bd6ccb1b,1,9fe172fa8e662ca8572cf12abf8bce23,cab85505710c7cb9b720bceb52b01cee,2017-04-17 15:42:32,49.90,8.72
0b4129a3415a486e4965d618f9b5debf,1,a87ee1e0d2b6d025ecfb1b8322659853,86ccac0b835037332a596a33b6949ee1,2017-11-30 13:14:39,98.90,27.21
0bb4c390179e95dbed8944e735b7da62,1,bd2a0f83ba8ab18af5823fc3552a0305,643214e62b870443ccbe55ab29a4dccf,2018-07-30 12:55:26,93.50,18.75
0c350088bd84d6620d87abdd2b1e09ca,1,1a0971a6f39f04118207a7308d451e9d,3d871de0142ce09b7081e2b9d1733cb1,2018-03-29 17:55:31,159.00,23.69
0c7ccdb239bd524a31dc66094fa59626,1,f6e3aeb40c00aec24ade8333c2ac1b20,7299e27ed73d2ad986de7f7c77d919fa,2017-11-30 05:10:57,40.00,15.10
0c87dd1621990a460672f431810cb35c,1,78f29023586e374cdc3773ce0af6bd2c,960945e1a9535cbc0cd6ddd35fbe7ae8,2018-06-13 11:58:30,141.40,22.07
0c92ac263657a43f18927cc6392e3816,1,f977e786f6d634205ef1564541706011,c8771b1a10bb99bb34d3c459c5cffb53,2017-06-05 16:25:17,64.90,31.20
0d1bbf582326272fa550ed829bd2e1d4,1,a0fe1efb855f3e786f0650268cd77f44,ef506c96320abeedfb894c34db06f478,2017-02-04 17:33:09,21.99,24.35
0d4947e726ae3959a6cc28979ab632a2,1,f4a38926843e01497a3f63a5d5740c72,8b321bb669392f5163d04c59e235e066,2018-01-17 20:47:50,13.65,21.15
0e053aa097eda67e25b3934ef3eca8a8,1,34194988e78bc60417003c8a235b8083,dc64d75cc406bb0697be983831430e60,2018-08-06 13:10:25,195.00,23.30
0e485d1f54cf7d8e93339478d9e1d884,1,6f544a62e85efa4d7a5e135482b31d79,232a6014e7b10cba61c6c2b2ea6bb4b0,2017-07-23 21:50:17,118.90,25.67
0e485d1f54cf7d8e93339478d9e1d884,2,6f544a62e85efa4d7a5e135482b31d79,232a6014e7b10cba61c6c2b2ea6bb4b0,2017-07-23 21:50:17,118.90,25.67
0e7e973a8d82ae12e070d767abed8960,1,9f19e22de208159e42e840d00e64ce93,d9a84e1403de8da0c3aa531d6d108ba6,2018-04-05 19:27:30,12.90,7.39
0e8f4c0385a96b68bd717e0e2ceb6898,1,a9b36aaa68ebd315701524c822800f29,1ce3ae5a399804d1a87e706f8a813c3e,2018-04-13 16:35:27,79.90,19.53
0eac9f8e158a0eadfce8c9da8547a8ce,1,e2600770da5cfd446d3e971c1d41b44c,080102cd0a76b09e0dcf55fcacc60e05,2018-05-10 17:10:17,69.90,18.37
0eb80d59f694ad72634241a02599f64b,1,6bb54c0a1ddf991dc06cc7cb5a13bab7,8648b1e89e9b349e32d3741b30ec737e,2018-05-08 16:19:00,42.50,12.79
0ed70666bb64b5c2ba83b2a6dc37f032,1,cc5447118c174dcc6456c84ccb29e6f7,ef0ace09169ac090589d85746e3e036f,2018-04-03 22:50:14,117.70,8.77
0ed70666bb64b5c2ba83b2a6dc37f032,2,cc5447118c174dcc6456c84ccb29e6f7,ef0ace09169ac090589d85746e3e036f,2018-04-03 22:50:14,117.70,8.77
0f2feb76d52c8e1be73daf8769a393e8,1,252641aa4855aef622089db60c4ad90a,06e5eefc71ec47ae763c5c6f8db7064f,2018-01-24 22:39:20,169.97,14.94
0f32b97a3ceaa816f0ffa6af3ca4e0d6,1,a0245537bc3dfec325899fcd716f70cc,f5a590cf36251cf1162ea35bef76fe84,2017-11-29 11:26:31,1175.00,17.04
0f8ea8bf70adb55dcc5f8501984138ca,1,5c692818d313aa12864b48ac0c2472c2,6560211a19b47992c3666cc44a7e94c0,2018-02-14 13:30:36,29.00,7.78
0f8ea8bf70adb55dcc5f8501984138ca,2,2136c70bbe723d338fab53da3c03e6dc,6560211a19b47992c3666cc44a7e94c0,2018-02-14 13:30:36,29.00,7.78
0fb2bd6c42efa12c5f32ee37e5f9fd34,1,d7d5562fce331ad958ca6f57057b3526,7a67c85e85bb2ce8582c35f2203ad736,2018-02-01 15:15:05,65.99,13.48
0fd20e900b40f5cb8e6fd31df27aabbd,1,78b7b1ff2d3f06a589354ddf2f4f9db3,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-13 14:35:19,292.90,22.50
0fe66ba925b98652d484ad6af89402e7,1,f2399cabe080029634d12cec4f60dbf0,b8555308bfdb4ca1ed54325a58da9a97,2018-02-22 06:56:21,94.90,20.15
0fe66ba925b98652d484ad6af89402e7,2,f2399cabe080029634d12cec4f60dbf0,b8555308bfdb4ca1ed54325a58da9a97,2018-02-22 06:56:21,94.90,20.15
10870ce1b8fbb2c59df2c544b74d1b54,1,e96dedd143090ade72c86bf486be7d36,522620dcb18a6b31cd7bdf73665113a9,2017-07-13 22:43:20,699.00,20.65
1087ede9a334cc652bfecf7e944aad0b,1,555b27dfb2ed94d001c28e5624dd6961,004c9cd9d87a3c30c522c48c4fc07416,2017-10-24 16:07:50,82.99,17.83
11052b4dd49ca81b1e7c63d562759b40,1,e9dd44f105ffdcb98405c94f1d0bbdd9,4a1f694197d05fe70026b016a7316b41,2018-06-15 15:39:24,27.99,8.71
11052b4dd49ca81b1e7c63d562759b40,2,f3ae4ce1b63810f2921ff353ddbec67d,4a1f694197d05fe70026b016a7316b41,2018-06-15 15:39:24,27.99,8.71
110ac0768c3e3a78e2937b1cb1ea3395,1,1b7ce992a80ac036dd9ab73d08289712,582d4f8675b945722eda7c0cb61ba4c7,2017-06-15 09:05:16,25.50,15.10
11104e15dc0997a6ba0aaaf449f51160,1,bb42f37fc3d9130e4a4339d24a47dd7c,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-12 03:15:32,44.90,5.56
11104e15dc0997a6ba0aaaf449f51160,2,0a9a9c25c5a06532d1766e00db833a7f,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-12 03:15:32,14.99,11.13
112e22ce5f700d2155befd89a15b4a5b,1,02ca198b1084a6d8ed9e152d84243bfb,062c325cd6a2b87845fab56b4ec2eeae,2018-05-11 18:10:52,37.88,8.88
113035b11296fba96615d97215b9e301,1,0a5a2b08a41a3a61ee984c9445891098,b2ba3715d723d245138f291a6fe42594,2018-01-12 14:35:21,134.90,13.28
114b220ff080617e99d21cb8549b7433,1,0dadef6ed70b861b14eddb3a3ca6b73e,955fee9216a65b617aa5c0531780ce60,2018-07-03 20:50:14,55.00,13.05
11752bcab98894b1c72fac988ed11392,1,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2018-02-12 18:55:36,49.90,17.60
11e22e541201ac67ff98e87193b4fc8d,1,6698f23d5d6f5815239e55660f30a0b1,37be5a7c751166fbc5f8ccba4119e043,2017-10-04 12:07:15,179.99,12.76
12126a7699ca7a88dd86dd3f52bc8baa,1,b6ea15ce7ec34fdebd80ef71de3a24bf,70a12e78e608ac31179aea7f8422044b,2017-05-08 13:10:22,27.00,24.84
1222dd8e203987d55f99c5552d41746e,1,256c61261c818dab727fa2a60d8964ca,7c67e1448b00f6e969d365cea6b010ab,2017-09-21 15:50:53,129.94,36.93
125b6d6d69726457c31530e0fae8ff38,1,59c5e6e108b88212fb98525c9000ecfb,7c67e1448b00f6e969d365cea6b010ab,2017-12-27 02:12:33,139.94,40.31
1265cc7a9988226b4abf1885582ceade,1,a62b367ed54e81983ba07fdb06d405fb,98dac6635aee4995d501a3972e047414,2018-08-08 17:30:17,42.90,11.32
12fb2d2b590f7359e3b473456bd1ca87,1,d03a2a3433372ac8f9f6649d1dacadae,c70c1b0d8ca86052f45a432a38b73958,2018-07-10 08:30:40,110.32,8.03
12fb2d2b590f7359e3b473456bd1ca87,2,d03a2a3433372ac8f9f6649d1dacadae,c70c1b0d8ca86052f45a432a38b73958,2018-07-10 08:30:40,110.32,8.03
138f041df3644d9ad82f50c67b7bb304,1,f3637eb5ce07d19f2f9eca6bb7dc29d6,8a8835a43bda99fd37310ad76c457510,2018-07-23 18:31:36,116.36,18.92
139f1705692cf6f0ea124350e5ac47de,1,078e8db43688ea060cf754e7bd2b92e7,00ee68308b45bc5e2660cd833c3f81cc,2018-06-11 19:12:59,48.00,8.88
13f726430863cd4a81b6899e25010475,1,7d160da04c3ede2fe9404d3524acf72b,715bbd5ba4e6b74cb0d2f29eb45058b0,2018-07-09 18:31:51,55.00,13.97
13fd61236a6baeb00aba9df344275a78,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,2018-02-08 20:12:06,29.90,8.11
141d7ee98d9a50269f84d9a3c5330cba,1,37f4d0bf85fbf875c920d460766d6a5c,955fee9216a65b617aa5c0531780ce60,2018-08-30 19:10:17,30.00,8.37
141e9339279b23d1c38a8512d0e9ba7f,1,0c3cd8d63839bed6f80aca6388766417,86ccac0b835037332a596a33b6949ee1,2017-08-07 15:05:12,34.90,16.11
1508d47584249ae1045eb47cf1653ded,1,aede48631330269f65a8d680de491657,dbc22125167c298ef99da25668e1011f,2017-10-25 14:07:38,83.90,14.32
15226cfb3e9f4ad163d09f493688204b,1,cda185193c72c0eb8dde03f20f101230,febab0275244b9a49a623f0bd613ca2f,2017-04-14 19:22:18,69.50,13.07
152c657cdbdb6b803884cb4f691d17e9,1,619ed4783d277b83ffa8666749d8eb4b,606ce7768feac12c5e8bd58db8b08f0f,2018-07-19 17:30:15,798.90,27.52
153b80864a22f0638fef4339488a2cf3,1,05c2523e08c5262f1ee172b332c3ea44,4b39558c138930b9e5489c93b6df5fe3,2017-11-22 00:10:50,189.00,21.68
153b80864a22f0638fef4339488a2cf3,2,05c2523e08c5262f1ee172b332c3ea44,4b39558c138930b9e5489c93b6df5fe3,2017-11-22 00:10:50,189.00,21.68
153fb90c16a95a3c0ea6cc48a1a4069c,1,ed355705438d608579451a9b3a230f1b,82e0a475a88cc9595229d8029273f045,2017-11-21 09:26:57,109.78,16.53
157972ad87ad74e792dc1c49ead0f733,1,2ff995aead9c63a1f37a07b3664ead37,8b9d6eec4a7eb7d0f9d579ce0b38324d,2018-07-10 15:50:14,69.99,17.12
15847be2cbb3423e9344e53b040ef2a6,1,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2018-01-19 00:31:14,69.90,29.90
15d4f841b96cfb3f782523aa7a562b9a,1,158102fe543dbaeb84d87811bfe06d0d,002100f778ceb8431b7a1020ff7ab48f,2018-01-05 02:10:04,17.90,15.10
16311a0494e6db86617bc4486d9f1e9e,1,4025ee582ef6b8c478af3b44cf89054b,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-17 12:15:26,24.90,8.64
16311a0494e6db86617bc4486d9f1e9e,2,f4d705aa95ccca448e5b0deb6e5290ba,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-17 12:15:26,24.90,8.64
16311a0494e6db86617bc4486d9f1e9e,3,c211ff3068fcd2f8898192976d8b3a32,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-17 12:15:26,24.90,8.64
168181560f9cbee863926c0d0957c56a,1,a15bf6fcbc5578554a8d0da342a19175,ed4acab38528488b65a9a9c603ff024a,2018-08-07 15:44:29,112.99,27.77
171f303505168e746c3ba9dc70a1c1f3,1,05019bc35fc2ed878c0c0f55346b91c6,e99e927c81e3f51739c94fcdfca9f10f,2017-05-23 18:02:30,104.98,21.22
172587311d5d0329ae5a761bf6ae4c80,1,0aabfb375647d9738ad0f7b4ea3653b1,37515688008a7a40ac93e3b2e4ab203f,2017-11-30 14:36:30,24.50,15.10
17716d2598d1d7f7ed16fa9f05ab2f61,1,044f05bc9de36e8a693a83e4bc79dd0d,ea8482cd71df3c1969d7b9473ff13abc,2018-06-11 19:50:27,24.99,22.06
1777f6d0dafb34a24cffac1c7ad5d618,1,c24d97e07dcb8f32a8bfbe755731950a,cfb1a033743668a192316f3c6d1d2671,2017-10-29 22:06:36,194.90,30.15
1783899eca92b0bb639951f0a8909018,1,4fde8dfa310a17fa27bd63e6607dcd2d,d4e12e7884759a14fa0f5f896c791cae,2018-01-25 09:08:44,43.80,17.60
17a4db677e57484f24eb68217b8de4c1,1,99b4367cf2228c8a86922a0649bee6b8,7994081388d55b9cf976c050653dd359,2017-11-21 02:55:43,180.00,15.01
17a4db677e57484f24eb68217b8de4c1,2,99b4367cf2228c8a86922a0649bee6b8,7994081388d55b9cf976c050653dd359,2017-11-21 02:55:43,180.00,15.01
17a4db677e57484f24eb68217b8de4c1,3,99b4367cf2228c8a86922a0649bee6b8,7994081388d55b9cf976c050653dd359,2017-11-21 02:55:43,180.00,15.01
17a4db677e57484f24eb68217b8de4c1,4,99b4367cf2228c8a86922a0649bee6b8,7994081388d55b9cf976c050653dd359,2017-11-21 02:55:43,180.00,15.01
17a4db677e57484f24eb68217b8de4c1,5,99b4367cf2228c8a86922a0649bee6b8,7994081388d55b9cf976c050653dd359,2017-11-21 02:55:43,180.00,15.01
17c9362cdf27556b1765d93729c3beb2,1,5681be0ad7f0ceeebac80058e718d34f,557f22c76691849db52d2abccf0015d0,2017-05-22 14:45:15,89.99,16.39
186ac860f8928db64590e1fdd744c9f5,1,ea44caac707f7f1325182a538007f838,855668e0971d4dfd7bef1b6a4133b41b,2018-03-14 16:56:03,52.00,22.94
1924c6aa8ef1e715f7593d5b36bc596f,1,bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,2018-08-09 10:24:48,330.00,24.24
199b954f78aa6406855014a9a935ef5a,1,b31c4e55a23622a7ed5c0a2db4e43f1b,0ff83046c3fa22efee8ecf291888b191,2018-02-09 16:11:01,69.90,18.06
19f98c610ce8a9b866159c5db4784373,1,81288df52439985f610be64465e53f57,54a1852d1b8f10312c55e906355666ee,2018-05-14 14:16:24,109.99,11.39
1a302b3c311d6fd772e886b742c24304,1,2b4042dfabc3fe9d3f16951a8e1a3b70,3d8fa2f5b647373c8620330c4e077a9f,2018-05-24 15:39:23,69.99,8.88
1a4fe7b4e0810e3c234a4e39775b6d53,1,00bc6e6d4ceb98ec7ed058b0a243a8b9,113e3a788b935f48aad63e1c41dac1bd,2017-12-20 21:11:34,16.56,15.10
1ac1cd9823b09ef5a14a07fdac1aee94,1,e806a78165ce0f336140978e90640d27,23d7c96d4a1160db1c726b248601b25a,2017-10-10 10:56:13,159.90,14.14
1aeb6136411ab7da012863ac27055dcf,1,b366c6705b553f2e2825d0a0597aac9f,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-08-21 11:45:20,14.99,11.85
1b151132de254c39a49f595684c80b41,1,4630761de87581e8b659dc77bb7eb4ee,dbc22125167c298ef99da25668e1011f,2017-11-01 19:07:09,72.90,35.83
1b151132de254c39a49f595684c80b41,2,ca753b1e379d59868172ac9d8d62d14f,dbc22125167c298ef99da25668e1011f,2017-11-01 19:07:09,72.90,35.83
1b19e11d36f65ac8fb85d361d49096ef,1,aeecb1d0e5d4d5ccc3fcfe6fe91103b6,955fee9216a65b617aa5c0531780ce60,2017-08-31 19:25:37,158.00,18.70
1b19e11d36f65ac8fb85d361d49096ef,2,432357855585cf634fc9923523ce5e4a,e9779976487b77c6d4ac45f75ec7afe9,2017-08-31 19:25:37,63.49,20.58
1b2eb899988cdcc0c604910e20a76c5f,1,3a7d90845985f39048815a6939c56be4,e9779976487b77c6d4ac45f75ec7afe9,2018-05-31 02:31:36,36.49,18.23
1cbc4deb78977f04e2e3c262a613abc0,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2017-12-04 03:26:04,49.00,13.44
1cf9fb7308beb8ef95005967f336cefb,1,21fb5057dd6a737df6851a7ab7a130da,b14db04aa7881970e83ffa9426897925,2018-01-08 23:19:29,69.00,13.92
1dfe1249fb9a3871f918c37f1e5f68a6,1,a5ae8400fc9fcacd4af585a57bbf264a,66922902710d126a0e7d26b0e3805106,2018-06-26 20:54:56,105.00,18.54
1e21edc6c6810b5779fa6685c82a6a89,1,ed8ba7857b8c1dd66da5bf95ecd166a4,f7496d659ca9fdaf323c0aae84176632,2017-08-17 11:30:16,299.90,75.05
1e613bb0c5a8b4b9a311d131c2564731,1,3347f12bccb00487d0d9aec54dc1037d,13074f016982ff2bd6c58ced8682f000,2017-11-23 12:27:59,109.00,27.08
1f3a59c2916b7d2ec5fb039cc15ea18e,1,c985e917daf44dfe2779833209017098,95ec4458365c4d11f452ccf538377619,2018-05-11 19:15:25,18.90,7.71
1f453524ca7946b73a175299b82a66c0,1,8ea469fda50c1d63e15ccdeb9afe170d,49e7217cfe4e427191c378ec626d8737,2018-05-24 10:31:05,133.90,23.52
1f58529a06e9f7c89e20ca450f51a5d3,1,0254a096e569c4a89b6870e9d4a65c3c,2a84855fd20af891be03bc5924d2b453,2018-04-19 20:31:07,57.00,19.09
1f6ddbae00fc6acbc0457caa5fd89ad1,1,4c973b1f6f4357bcdcd7598abe7912bc,59b22a78efb79a4797979612b885db36,2017-09-13 09:45:42,1099.00,26.55
1fc1b67424adbd232ce0356571679bfd,1,eec68ed7d496bb2ee6aa0a69bb78acd2,5f5b43b2bffa8656e4bc6efeb13cc649,2018-01-08 20:32:06,89.00,15.38
1feae53afbeb20695102145770b6037a,1,3e6d2bde9274ac275013aa90d7e2bf16,fa1c13f2614d7b5c4749cbc52fecda94,2017-12-27 17:12:27,99.99,14.30
1feae53afbeb20695102145770b6037a,2,186fe07c8b8005ec6a498587ffbc1352,6560211a19b47992c3666cc44a7e94c0,2017-12-27 17:12:27,29.00,1.43
2002ea16e75277eaa0b5d78632048540,1,a184d57c818939252af3b5400f55429a,520b493b57809f446cb0a233bb3e25c7,2017-07-26 22:30:10,15.00,9.94
208f186df8ea1fa4fa3d2672752e9788,1,ebc5d9dbe580179bfd3d098c54748f56,d32e3909cfb714fb2a6cb092c85b9c5f,2017-09-14 02:44:00,116.90,21.31
20da65274d671907282e06147c655ae4,1,1d6d7be70107889e3193819aca4dc1dc,4a3ca9315b744ce9f8e9374361493884,2017-12-07 11:50:35,48.90,12.69
20edc82cf5400ce95e1afacc25798b31,1,55bfa0307d7a46bed72c492259921231,343e716476e3748b069f980efbaa294e,2018-07-03 16:29:30,45.90,9.07
210be0ac0c8d9589654333e9370c6480,1,d767651561474e5b08ee9a2674146331,1bb2bdb95f4841f1bba2c0d2cd83d3c9,2018-04-27 14:30:26,17.45,18.23
2148d1d6458e2aed4af9ddd978c48ac3,1,9bf55e9d85e0b309f79e92927449d211,edb1ef5e36e0c8cd84eb3c9b003e486d,2018-02-02 11:21:14,139.65,43.01
21577126c19bf11a0b91592e5844ba78,1,07f01b6fcacc1b187a71e5074199db2d,6481e96574816ead57975da2c0f6d80d,2018-03-22 17:28:45,57.00,29.99
21a8afe0ed14ff28046585ae724b5410,1,8e371c2303bcf90383f6cebd67f2dffe,4a3ca9315b744ce9f8e9374361493884,2018-03-19 04:31:10,67.70,19.95
21b0a5108bb56f3391fa2db965e76bd0,1,4914f8796af2ecd359fd8f44b9b92339,c826c40d7b19f62a09e2d7c5e7295ee2,2017-10-17 07:33:12,49.77,15.10
21d84fdbaead25cecf565df87958cbb0,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2018-01-03 04:08:41,149.99,45.13
220f16b082fb12df459a193b4bbf9dbf,1,bd5b04e67f3659248acfb0c61c08a9c1,3b15288545f8928d3e65a8f949a28291,2017-03-30 14:09:46,119.99,15.95
